protein,dim1,dim2
Q09733,-0.606975,-0.373041
O13648,-0.569115,-0.413929
P0CT61,-0.317879,-0.0402903
P36623,-0.594612,-0.061695
O13801,-0.390562,-0.215649
O14236,-0.36993,-0.0196764
O74805,-0.595913,-0.260488
Q9Y7Z8,-1.03728,-0.43465
O36027,-0.863479,-0.209235
Q9Y826,-0.212106,-0.444101
Q09174,-0.348536,-0.24887
P87314,-0.562746,-0.376785
Q9USV1,-0.633523,-0.357213
O42634,-0.788421,-0.215482
O43120,-0.65181,-0.437051
O74803,-0.750172,-0.517955
Q10428,-0.589282,-0.411006
Q9P7L5,-0.485172,-0.206791
O13972,-0.374344,-0.298879
O60164,-0.286559,-0.356645
Q09916,-0.111528,-0.286967
O74436,-0.414441,-0.0853313
Q10253,-0.618633,-0.390468
Q10274,-0.561637,-0.173675
O60079,-0.529386,-0.0779061
P31411,-0.314372,-0.346186
O14269,-0.181949,-0.215858
O14210,-0.237998,-0.275178
O59744,-0.162194,0.0965143
Q96WW3,-0.283842,0.00344937
O14064,-0.65859,-0.330314
P22987,-0.314593,-0.329505
O13971,-0.0973847,-0.129017
Q9UTE6,-0.405648,-0.160122
Q09824,-0.485831,-0.21978
Q09790,-0.623468,-0.348137
O42998,-0.75235,-0.461908
Q9HFE5,-0.386779,-0.43881
P87158,-0.342903,-0.157627
P78937,-0.410658,-0.383086
O42936,-0.65502,-0.424699
Q10272,-0.888633,-0.522133
O13910,-0.306945,-0.306995
O94692,-0.602108,-0.145128
O74417,-0.261475,-0.271219
O42699,-0.360643,-0.024464
P40370,-0.478549,-0.427594
O14048,-0.640544,-0.292938
Q92398,-0.789827,-0.237912
O60126,-0.52714,-0.260528
O94451,-0.704828,-0.652136
P07799,-0.458269,-0.162673
P87153,-0.248277,-0.398193
O94501,-0.448217,-0.220815
P50531,-0.831843,-0.580415
Q09843,-0.545608,-0.22545
Q9UTE8,-0.421043,-0.155349
O14148,-0.856551,-0.187334
O60097,-0.517472,-0.165234
Q9USW9,-0.676961,-0.02131
O14259,-0.58667,-0.401506
O60139,-0.641571,-0.243637
O74766,-0.363238,-0.0382106
Q10063,-0.810142,-0.160172
Q09711,-0.69932,-0.443601
P53692,-0.431957,-0.427384
O13710,-0.926248,-0.258249
Q9USR9,-0.668792,-0.402201
P41004,-0.749099,-0.292199
P87048,-0.860454,-0.289086
Q92353,-0.791096,-0.247344
Q09752,-0.337641,-0.118453
O74796,-0.587893,-0.0382647
Q9P7C8,-0.412991,-0.12348
Q9UTK6,-0.414799,-0.188963
Q9HDV6,-0.714116,-0.415808
Q9UU88,-0.697548,-0.129694
P22193,-0.872337,-0.255173
Q10159,-0.918372,-0.216973
O13731,-0.201913,-0.00928379
O94415,-0.343318,-0.126541
O94486,-0.364406,-0.30396
Q9UU83,-0.492494,-0.158705
Q9HGM9,-0.268752,-0.14479
O14053,-0.466112,-0.0181214
Q9USP9,-0.256349,-0.273674
P41838,-0.680174,-0.410078
Q9USK5,-0.58398,-0.0226102
O94511,-0.418482,-0.0103541
O14062,-0.286824,-0.268449
Q09849,-0.630075,-0.435065
O13955,-0.43297,-0.133121
O13849,-0.22031,-0.0641159
O42872,-0.72624,-0.124971
Q10319,-0.403961,0.083526
Q10064,-1.46854,-0.392527
O94652,-0.581567,-0.58167
Q09847,-0.725017,-0.473422
O42852,-0.740056,-0.397233
Q9C0W8,-0.76448,-0.248985
Q9HGK2,-0.475072,-0.289463
Q09739,-0.768999,-0.317847
Q9US03,-0.509105,-0.370417
O42885,-0.403373,-0.347757
O13991,-0.385542,-0.270196
Q9UTE2,-0.49064,-0.342114
O14289,-0.233759,-0.256268
Q9P784,-0.528149,-0.286411
Q9Y805,-0.295656,-0.330726
Q9USZ3,-0.555223,-0.192067
O94278,-0.235722,-0.138791
O94744,-0.572986,-0.396449
O13939,-0.855242,-0.104097
O42651,-0.561946,-0.585223
O94553,-0.0875957,-0.360977
Q9HDW0,-0.464416,0.0457978
Q9P7Y9,-0.689885,-0.312422
Q9US09,-0.593852,-0.287516
O14284,-0.405508,-0.161287
O60100,-0.513814,-0.138457
Q9UUE5,-0.506155,-0.502585
O74834,-0.399665,-0.0631951
O59773,-0.549417,-0.357658
Q9P7X7,-0.667695,-0.481594
Q9UST6,-0.53614,-0.543849
Q9HE16,-0.140755,-0.288845
Q10180,-0.242725,-0.281632
O94444,-0.71475,-0.480448
Q9USU3,-0.35761,-0.0801678
O74903,-0.479583,-0.269043
P34208,-0.908172,-0.330208
P38938,-0.302504,-0.261314
O94646,-1.0019,-0.772113
P87306,-0.539925,-0.280349
P87310,-0.535696,-0.267723
O13966,-0.433102,-0.129748
P87312,-0.597633,-0.234055
O59866,-0.198403,-0.424432
P78812,-0.253455,-0.369301
Q09704,-0.536931,-0.0177176
Q9UT10,-0.736964,-0.00205832
O94238,-0.414937,-0.15242
O94579,-0.446322,-0.415551
Q9UTE5,-0.532716,-0.00354346
O74366,-0.502902,-0.244819
P87303,-1.07476,-0.462337
O74995,-0.730143,-0.307177
O42870,-0.234155,-0.0930902
Q9UT35,-0.389471,0.0753839
Q9Y806,-0.390738,-0.246086
Q9P6I7,-0.287478,0.0803208
Q10412,-0.190434,-0.354528
Q9UUI4,-0.394828,-0.10656
O14246,-0.830654,-0.149627
O13988,-0.788181,-0.337697
Q9UTI3,-0.712901,-0.536316
O74985,-0.804105,-0.53452
Q9UT25,-0.491015,-0.0736743
Q9P544,-0.449402,-0.0500226
Q9UR39,-0.466192,-0.161219
Q10215,-0.159216,-0.00895372
P0CT57,-0.64304,-0.00352708
Q9USH9,-0.115931,-0.0115989
P30316,-0.519437,-0.240606
Q9USQ1,-0.713987,-0.0938101
O74135,-0.347167,-0.13917
Q9HDU3,-0.272346,-0.152657
O14228,-0.474409,-0.0676232
Q09173,-0.347588,-0.293261
Q10218,-0.587067,-0.276912
O74184,-0.680689,-0.152566
O43051,-0.207488,-0.405505
Q9URM2,-0.350991,-0.0556677
P0CU08,-0.475242,-0.533271
Q09808,-0.827688,-0.284413
P87167,-0.73478,-0.244968
O42666,-0.670689,-0.116488
Q09765,-0.694369,-0.397159
Q10213,-0.837798,-0.172757
O13600,-0.901204,-0.498073
Q9Y7U7,-0.480811,-0.226654
Q10222,-0.354341,-0.0468116
Q9P7X8,-0.565606,-0.341962
O94263,-0.952873,-0.134257
P36587,-0.447103,0.0275756
Q9P7T4,-0.583257,-0.604594
Q09170,-0.800459,-0.671044
O74844,-0.48612,-0.466263
Q92367,-0.441779,-0.0662639
O42659,-0.626098,-0.15002
O74736,-0.327172,-0.323003
O43059,-0.707899,-0.0746165
Q9UQW9,-0.23727,-0.174782
P36622,-0.734077,-0.316722
O13878,-0.342315,-0.00683916
O74472,-0.180047,-0.011699
Q10585,-0.705737,-0.132422
O13779,-0.225523,-0.209788
Q10171,-0.523437,-0.200086
O14399,-0.845625,-0.265958
O13612,-0.529634,-0.289314
O74470,-0.45779,-0.0160405
O14102,-0.416664,-0.489923
O13903,-0.41766,-0.282006
O59821,-0.589529,-0.376751
P39750,-0.441205,-0.235652
P30261,-0.72623,-0.619617
O13665,-0.499857,-0.0450592
O14139,-0.285484,-0.199458
P36598,-0.364861,-0.0897287
O14018,-0.39904,-0.234457
Q9P7R3,-0.653086,7.47498e-05
Q9UUH3,-0.46463,-0.193743
O13894,-0.179722,-0.328682
P40388,-0.424113,-0.151707
P09202,-0.252244,-0.438449
Q9UUJ6,-0.569989,-0.265119
Q10146,-0.651933,-0.379712
P05752,-0.296203,-0.226061
Q9UUC7,-0.66951,-0.250529
O94282,-0.620808,-0.223154
O74329,-0.351887,-0.0696174
Q10330,-0.374283,-0.334706
P87056,-0.572924,0.0369644
P0CT78,-0.575178,-0.0256402
O74555,-0.400897,-0.0174643
O74452,-0.373232,-0.328186
O94465,-0.11186,-0.29849
Q10169,-0.763867,-0.12732
O74552,-0.681127,-0.103904
O94383,-0.620556,-0.3813
O14156,-0.4003,-0.404597
O74442,-0.362645,-0.104363
O94666,-0.223213,-0.230762
Q10407,-0.720984,-0.408768
Q10317,-0.727088,-0.0553981
Q9HDX9,-0.551905,-0.392592
P79015,-0.542312,-0.218837
Q9Y7L8,-0.378408,-0.460279
Q53EK2,-0.871949,-0.673237
P27638,-0.600769,-0.104763
Q92370,-0.261043,-0.204526
P0CU17,-0.965137,-0.237161
Q9HDY2,-0.294052,-0.146751
Q9P6L5,-0.741413,-0.25112
Q9UT56,-0.342462,-0.19346
O74538,-0.425464,-0.030495
Q9UTF7,-0.573868,0.0203485
Q9USZ8,-0.310596,-0.322596
O43114,-0.519207,-0.239345
O14261,-1.14765,-0.315353
O74760,-0.644967,-0.116835
Q10223,-0.840163,-0.500513
Q92374,-0.12553,-0.308829
Q9P6R2,-0.533047,-0.0647934
O74354,-0.489006,-0.284481
O74465,-0.608503,-0.258103
O13953,-0.709128,-0.269096
P36585,-0.37932,-0.382148
O94603,-0.475418,-0.452721
O42934,-0.774249,-0.45228
O60016,-0.721764,-0.387911
O74835,-0.274227,-0.0949861
O42905,-0.546969,-0.476828
Q92372,-0.375258,-0.401048
O13800,-0.57691,-0.393448
Q9UTJ8,-0.646441,-0.126745
Q09683,-0.868575,-0.169816
P0CH07,-0.426444,-0.110074
P0CG72,-0.978734,-0.751779
O94289,-0.519288,-0.21115
P78946,-0.369366,-0.412989
O14049,-0.508297,-0.0689639
O74918,-0.716612,-0.0514545
Q9UUM2,-0.727096,-0.377371
O14350,-0.418389,-0.278879
O60153,-0.388303,-0.190285
Q9P794,-0.523831,0.0013312
O59816,-0.225066,-0.0821951
O42643,-0.55967,-0.358784
O74518,-0.400005,-0.349178
O94717,-0.59704,-0.466552
Q09100,-0.304341,-0.266145
O13792,-0.523926,-0.485244
O74905,-0.294481,-0.330109
Q9UTQ6,-0.366474,-0.257803
O74454,-0.156646,-0.296778
Q10265,-0.661541,-0.0378649
O94688,-0.647719,-0.527886
Q9P7X2,-0.406762,-0.286407
O14026,-0.403544,-0.148688
O13762,-0.782012,-0.407119
O60177,-0.501232,-0.300451
O94423,-0.57824,-0.0589766
O60055,-0.280098,-0.299892
Q9UTI4,-0.506533,-0.312047
Q10277,-0.272095,-0.0399752
O43030,-0.39908,-0.345785
Q9UQW6,-0.364659,-0.0830477
O74895,-0.361411,-0.119114
Q09772,-0.52862,-0.433719
Q9US07,-0.638085,-0.118085
Q9HEQ9,-0.273911,-0.29254
Q09177,-0.606317,-0.136449
P08965,-0.608437,-0.393225
P87141,-0.624751,-0.386526
Q10057,-0.357145,-0.208753
Q09694,-0.602382,-0.220674
Q9P3T8,-0.713345,-0.528146
O14344,-0.173221,-0.367569
Q10077,-0.790925,-0.179014
O94691,-0.540994,-0.328704
O42980,-0.654735,-0.152294
Q10270,-0.337592,-0.158665
Q9UTM4,-0.39298,-0.201712
O42893,-0.680958,-0.326535
P40387,-0.714244,-0.337
P41889,-0.718542,-0.314337
O43058,-0.499391,-0.452282
P56329,-0.368343,-0.165966
P35551,-0.405649,-0.250312
O13907,-0.288693,-0.335173
Q9UTB8,-0.466595,-0.167325
Q9USR7,-0.459791,-0.111791
Q10324,-0.730534,-0.203558
O74562,-1.126,-0.263317
Q9Y7Q2,-0.920047,-0.176585
O59827,-0.519012,-0.562803
Q9Y802,-0.974707,-0.157477
P17608,-0.825432,-0.408455
O42656,-0.633795,-0.192146
O60130,-0.178446,-0.305059
Q9US05,-0.366301,-0.271359
Q9URZ5,-0.27855,-0.146078
Q9P780,-0.717645,-0.53688
O42915,-0.615108,-0.403763
P52822,-0.485471,-0.0931443
O14258,-0.593871,-0.457501
Q09696,-0.539465,-0.219694
O13766,-0.316559,-0.439139
O13681,-0.696984,-0.144855
Q09882,-0.799662,-0.27384
Q09176,-0.799686,-0.270995
O94362,-0.363162,0.0366735
P36602,-0.663231,-0.0236744
O13862,-0.690686,-0.232151
Q09850,-0.437058,-0.123211
O14339,-0.448152,0.0554752
O36033,-0.31217,-0.342465
Q9UTI5,-0.605224,-0.106587
Q9UTA7,-0.206475,-0.165775
Q09874,-0.422729,-0.204844
P46595,-0.607472,-0.0265945
O74630,-0.647094,-0.585048
Q10432,-0.914674,-0.275049
O43125,-0.377437,-0.397367
O13974,-0.777171,-0.306145
P36626,-0.837367,-0.290395
Q9HE11,-0.292594,-0.18267
O74846,-0.510649,-0.0949158
Q9USV3,-0.612767,-0.269115
O74384,-0.498747,0.0172243
Q9UU94,-0.653847,-0.158713
O13682,-0.872876,-0.165533
Q9P790,-0.767095,-0.427215
O13671,-0.334304,-0.333912
Q09762,-0.518103,-0.0499117
P87228,-0.53388,0.0573736
O13853,-0.33122,-0.383922
O74948,-0.216391,-0.246757
O94679,-0.440162,-0.420052
O74874,-0.214339,-0.131806
O13870,-0.253702,-0.289347
Q50HP3,-0.257485,-0.232483
P78875,-0.65563,-0.423295
O74370,-0.34051,-0.492318
Q9P7C5,-0.231074,-0.428627
P33886,-0.703459,-0.130843
P0CT98,-0.340128,-0.349676
Q10282,-0.663734,-0.461228
Q9P7F2,-0.715874,-0.258214
O74735,-0.657394,-0.155961
O74453,-0.41433,-0.28231
P33520,-0.654421,-0.237556
P01129,-0.602294,-0.501503
P36620,-0.441055,-0.0473993
P78917,-0.126906,-0.271566
O94515,-0.354367,-0.287716
Q9UTN0,-0.34316,-0.00827039
Q10164,-0.580737,-0.211467
Q9P7U3,-0.22499,-0.305292
P0CY14,-0.304951,-0.448656
P36631,-0.788595,-0.437061
Q10264,-0.419918,-0.0576799
P28189,-0.505006,-0.0741347
Q9USN8,-0.453796,0.0446804
O42860,-0.570568,-0.352575
P50528,-1.2782,-0.569584
Q9UTG8,-0.454982,-0.0891463
Q9HDZ6,-0.81735,-0.148255
Q9UUJ4,-0.693507,-0.162053
P36625,-0.770325,-0.336432
Q09094,-0.977554,-0.239815
O14305,-0.559179,-0.50473
Q9UTS5,-0.195501,-0.307197
Q874R1,-0.599587,-0.12305
Q01663,-0.66826,-0.250434
Q1MTQ1,-0.390091,-0.305144
Q10113,-0.848515,-0.488176
O13843,-0.82753,-0.237454
Q92354,-0.468769,-0.0714688
Q09864,-0.243094,-0.415526
O74402,-0.253283,-0.397116
Q92373,-0.251723,-0.266069
O75001,-0.592458,-0.122775
Q09127,-0.487845,-0.164336
O74825,-0.79498,-0.173429
Q9P376,-0.765607,-0.491438
Q9P7Z6,-0.551679,-0.308189
O74970,-0.531587,-0.120616
O14311,-0.58337,-0.156454
O59682,-0.372186,-0.38527
Q9US13,-0.624759,-0.214633
P40923,-0.649786,-0.0894594
Q09855,-0.344776,-0.0556266
O14235,-0.552254,-0.215665
Q9UUB7,-0.862957,-0.678448
Q9P7S6,-0.707336,-0.237451
Q9UTJ7,-0.0994372,-0.24056
P36591,-0.396983,-0.346895
Q9P7B2,-0.260503,-0.256861
O14278,-0.256185,-0.393063
Q8WZK3,-0.523937,-0.122838
Q9P7I3,-1.02201,-0.30574
Q96WV0,-0.257304,-0.107958
Q09925,-0.230877,-0.378994
O74946,-0.663983,-0.520682
Q09142,-0.751486,-0.230817
Q9Y794,-0.476275,-0.402636
O94687,-0.573384,-0.326361
O60198,-0.511387,-0.0393574
Q9Y7R8,-0.37075,-0.258185
Q9Y820,-0.243395,-0.456433
O94281,-0.427,-0.0499199
P31209,-0.529116,-0.348078
O59810,-0.11849,-0.151984
Q10233,-0.738618,-0.0812979
O74872,-0.503842,0.0963188
O59719,-0.562575,-0.317092
Q9UUF2,-0.366288,-0.0209256
Q9Y7J4,-0.752294,-0.139356
Q9P7Q4,-0.69116,-0.564001
O13896,-0.62432,-0.105845
Q9C1X2,-0.160174,-0.0653366
O59838,-0.505532,-0.147189
Q10100,-0.54417,-0.426296
O75002,-0.833778,-0.339707
O94598,-0.171233,-0.243765
O94321,-1.12518,-0.4191
Q9P7Q7,-0.522129,-0.356961
O74733,-0.529608,-0.246049
O74968,-0.424329,-0.20239
O13845,-0.504626,-0.425442
Q1MTQ7,-0.238386,-0.165894
O14175,-0.710076,-0.481533
O74498,-0.682692,-0.240028
O13928,-1.08063,-0.260074
O14367,-0.192329,-0.259834
O59735,-0.444624,-0.0570462
Q10181,-0.4295,-0.340989
Q9P7R6,-0.344198,-0.375756
P36616,-0.777698,-0.263408
Q9P7V8,-0.427605,-0.157459
O43026,-0.500165,-0.0937845
Q92399,-0.680865,-0.11669
Q9P6H9,-0.316761,-0.253443
O13650,-0.363865,-0.0889073
Q92368,-0.684442,-0.220671
P05734,-0.395861,-0.202723
O60125,-0.476994,-0.0672579
O74880,-0.454042,-0.172567
O42832,-0.723545,-0.12052
Q9UU96,-0.460205,-0.105832
O74837,-0.377092,-0.138403
O74842,-0.526965,-0.223137
Q9P6P6,-0.164879,-0.0247873
Q09729,-0.322921,-0.169067
P87215,-0.298815,-0.114854
P36606,-0.625793,-0.620646
O43031,-0.473186,-0.121384
O42661,-0.693928,-0.0941486
O14216,-0.61875,-0.0423564
Q9UTJ2,-0.177115,-0.291317
Q9UTK7,-0.879365,-0.238387
O14112,-0.241008,-0.171827
O13746,-0.372957,-0.220539
Q9Y7R7,-0.433649,-0.282297
Q10133,-0.691696,-0.434055
O14343,-0.603435,-0.134693
O75004,-0.972288,-0.11221
Q9P782,-0.371872,-0.0225968
O74535,-0.566528,-0.00637552
Q9P5N1,-0.498814,-0.128203
O59767,-0.936011,-0.584465
P79011,-0.700705,-0.211292
O14002,-0.482131,-0.306491
O74539,-0.700979,-0.0795772
O94329,-0.859036,-0.384897
O74438,-0.557113,0.0111187
Q9P7D4,-0.185229,-0.399082
Q9P3W6,-0.377087,-0.0527082
O13776,-0.653662,-0.413382
Q09879,-0.773835,-0.288369
O94462,-0.132961,0.0141661
Q9UTD7,-0.346496,-0.0774864
Q10170,-0.574239,-0.00184579
O60105,-0.722643,-0.466797
Q10134,-0.491467,-0.417517
O94318,-0.755673,-0.262792
O94663,-0.669096,-0.31997
O13745,-0.47597,-0.246611
Q9UST7,-0.529884,-0.211689
O74458,-0.490497,-0.0812418
O42931,-0.472614,-0.462287
Q9C1W4,-0.342687,-0.0151304
Q9UTR8,-0.752247,-0.498871
Q9UUE6,-0.401366,0.036745
Q9C0U7,-0.384598,-0.0309496
Q9Y812,-0.461498,-0.273864
Q10182,-0.344768,-0.27067
P87138,-0.391709,-0.0621599
O14256,-0.420258,-0.369339
O42964,-0.743281,-0.470786
Q09915,-0.705295,-0.15594
Q10427,-0.279734,-0.264769
O60145,-1.09696,-0.583122
O13799,-0.189072,-0.282371
P36595,-0.752578,-0.361559
Q09815,-0.582904,-0.2009
O74338,-0.70925,-0.375119
O42700,-0.391765,-0.280819
Q10752,-0.465985,-0.0676427
Q10422,-0.344871,-0.193288
Q9P6L8,-0.636997,-0.186755
Q9UU77,-0.434741,-0.0257972
O74855,-0.423241,0.0658831
O42984,-0.414172,-0.219741
O94438,-0.458939,-0.214557
O74388,-0.466851,-0.410114
P50530,-0.377015,-0.113031
O94384,-0.549301,-0.366398
O60094,-0.394833,-0.459998
Q96UP3,-0.528947,-0.25639
P87128,-0.331981,-0.390252
O74341,-0.361928,-0.116729
O14207,-0.490091,-0.147182
O74762,-0.458779,-0.488654
Q09682,-0.383441,-0.459454
O13622,-0.599626,-0.0152041
Q9URT8,-0.382918,-0.340406
O13838,-0.282893,-0.0389257
O94265,-0.287711,-0.124025
O42667,-0.386383,-0.380878
Q09909,-0.529851,-0.141203
Q9UUK2,-0.557829,-0.414116
O43047,-0.163837,-0.29336
O14248,-0.557854,-0.275191
O74989,-0.176888,-0.292044
Q9UT48,-0.44997,-0.18668
O42648,-0.519118,0.00450891
Q09927,-0.561815,-0.2422
O94609,-0.646141,-0.20866
Q10424,-0.501347,-0.358582
O14047,-0.612027,-0.151515
Q9UT32,-0.455101,-0.167384
P40998,-0.853603,-0.344932
Q9UUI5,-0.473411,-0.195652
O94372,-0.35706,-0.138364
Q8WZK0,-0.472023,-0.379822
O74418,-0.323284,-0.0822462
Q09743,-0.682585,-0.233982
P41391,-0.880966,-0.360307
Q9P6S5,-0.846112,-0.686671
O94483,-0.49826,-0.207153
O94686,-0.300306,-0.0745957
Q9UT24,-0.559066,-0.181663
Q9USK4,-0.285334,-0.390981
O94510,-0.362852,-0.206511
O94396,-0.332389,-0.491017
Q9UU76,-0.259554,-0.263814
Q9P3W1,-0.373317,-0.242636
P48011,-0.836217,-0.175222
P87174,-0.554421,-0.331866
Q10315,-0.729002,-0.164715
Q9P6M0,-0.850551,-0.218151
Q9P7M3,-0.693562,-0.476023
O74304,-0.482582,-0.454353
O42963,-0.452261,-0.376589
P87127,-0.584573,-0.246274
P40377,-0.705122,-0.521503
Q12705,-0.550039,-0.277643
Q09781,-0.362279,-0.303534
Q10436,-0.469839,-0.121688
O14348,-0.205075,0.0757552
Q9HGL3,-0.442856,-0.427681
P24782,-0.376735,-0.135474
O42924,-0.29818,-0.0143344
O42871,-0.601223,-0.461194
Q0E7J8,-0.646848,-0.586699
O94623,-0.832136,-0.280195
Q10430,-0.72206,-0.0734193
Q00472,-0.710069,-0.358717
Q10107,-0.384049,0.0487262
O13987,-0.282693,-0.358086
O59830,-0.195234,-0.150145
Q9UUI6,-0.852809,-0.145153
P18253,-0.473712,-0.0789868
Q9P6N2,-0.318574,-0.308372
O14356,-0.95195,-0.398355
Q9URU4,-0.306767,-0.354938
O74440,-0.346715,-0.371076
P17610,-0.465403,-0.324874
Q10305,-0.754469,-0.470965
O13672,-0.635756,-0.0385414
P36580,-0.449678,-0.470506
O14128,-0.483685,-0.350257
Q9UTS6,-0.613762,-0.220796
P87027,-0.754535,-0.200399
Q10329,-0.451694,-0.407963
Q9P7U2,-0.243565,-0.285861
P87053,-0.583171,-0.323037
Q09668,-0.536276,0.0274772
Q9US60,-0.464463,-0.283594
Q9USU8,-0.629042,-0.553027
Q09175,-0.436171,-0.125152
P38937,-0.489571,-0.38198
O94454,-0.727056,-0.155881
Q10303,-0.673347,-0.547887
P0C016,-0.492904,-0.318965
O36014,-0.646348,-0.390581
Q10306,-0.629376,-0.440687
O94356,-0.336937,0.0853431
Q9UTG2,-0.330282,-0.157693
O94481,-0.273496,-0.253587
Q9UT86,-0.536775,-0.117609
Q874R3,-0.564778,-0.343649
O74747,-0.680021,-0.275885
O13772,-0.684077,-0.236005
O74172,-0.312218,-0.337991
Q09868,-0.492336,-0.163114
O13759,-0.914035,-0.186008
Q10668,-0.355575,-0.155446
P41003,-0.587339,-0.504713
Q10067,-0.592873,-0.396703
Q9P6R8,-0.530326,0.0124276
Q9UU80,-0.325893,-0.180563
O43009,-0.411179,-0.0443589
Q9C1X0,-0.483515,-0.0753538
Q09794,-0.257353,-0.130161
O42993,-0.26637,-0.455102
O13816,-0.314313,-0.313943
Q9P6R0,-0.241566,-0.37523
O13830,-0.693263,-0.00956515
Q9P7F8,-0.755922,-0.370577
Q9USJ7,-0.626133,-0.211747
O13900,-0.545324,-0.416524
O94527,-0.443978,-0.329402
P50519,-0.617006,-0.137722
P40371,-0.857642,-0.140191
O74884,-0.454864,-0.0378241
O94650,-0.374857,-0.148101
O94538,-0.668354,-0.464123
O42894,-0.540305,-0.340068
P15398,-0.491061,-0.280618
O94374,-0.581103,-0.410301
Q09811,-0.775877,-0.168655
O13736,-0.263406,-0.283626
O14299,-0.744974,-0.58072
Q9HE10,-0.487098,-0.491609
Q9C0W0,-0.502089,-0.174727
Q9P6Q6,-0.791424,-0.327995
O00103,-0.390285,-0.321409
O13743,-0.444018,-0.195013
P54789,-0.637686,-0.397824
Q9USK2,-0.454795,-0.126946
P09322,-0.77594,-0.41656
Q9UTM7,-0.549665,-0.506145
P00332,-0.595152,-0.0142187
Q10241,-0.200059,-0.339432
O60174,-0.861296,-0.247962
P78811,-0.341952,-0.172571
Q9UTN2,-0.0943496,0.0069857
Q9P7J6,-0.449203,-0.144848
O74412,-0.387276,-0.0890999
Q9UUD1,-0.818365,-0.333414
O43043,-0.505668,-0.377894
Q9US52,-0.536277,-0.52656
O74475,-0.301712,-0.345273
Q9P7R5,-0.691427,-0.164368
O59740,-0.600451,-0.15123
Q9P6S6,-0.554156,0.00261501
Q9USZ4,-0.294101,-0.0277818
O14283,-0.422801,-0.362146
O74191,-0.260664,-0.450352
P36581,-0.525048,-0.597754
Q01682,-0.471346,-0.0934045
O94612,-0.563418,-0.119245
O74790,-0.721906,-0.165315
O94549,-0.475273,0.0341079
O74830,-0.217454,-0.289242
O94616,-0.68261,-0.50256
O13864,-0.318446,-0.0513446
O14029,-0.439975,-0.45425
P36589,-0.556303,-0.380735
O60182,-0.728728,-0.210679
O14460,-0.477064,-0.259622
Q09841,-0.357841,-0.317854
O74752,-0.391599,-0.0456372
O74340,-0.358202,-0.33031
O13735,-0.306242,-0.0841992
Q9USR3,-0.264207,-0.207331
Q9UT09,-0.425478,0.0557104
O43087,-0.450646,-0.12337
O60059,-0.27702,-0.264081
Q10059,-0.544412,-0.543368
O74558,-0.910232,-0.461759
Q10161,-0.481785,-0.146257
O14170,-0.74124,-0.163966
Q9HE01,-0.459247,-0.268639
O43027,-0.404649,-0.0923662
O13916,-0.52805,-0.255899
P49740,-0.603202,-0.212924
O74823,-0.34897,-0.184825
P0CT74,-0.384037,-0.455518
P08096,-0.309393,-0.0391297
Q09922,-0.273921,-0.117595
Q9US26,-0.743424,-0.241074
Q10294,-0.474166,-0.062259
O94477,-0.873993,-0.489856
O94532,-0.657784,-0.148716
O43011,-0.529091,-0.526957
Q9Y7U4,-0.52407,-0.557308
O94695,-0.312871,-0.174602
P36630,-0.711953,-0.502565
Q9UUD2,-0.472193,-0.28175
O94745,-0.36199,0.0722776
Q9USM1,-0.489346,-0.338325
O94503,-0.544798,-0.278627
O94582,-0.449547,-0.0586157
O43036,-0.631307,-0.492404
Q9P7P1,-0.527177,-0.5652
Q9Y7T8,-0.353751,-0.113075
O14423,-0.935056,-0.15045
Q9P4X1,-0.388118,-0.0272249
Q9P6R1,-0.39864,-0.183842
O74531,-0.464255,-0.241079
Q9UTA4,-0.0599327,-0.356576
O42858,-0.640519,-0.472877
O94417,-0.54483,-0.231565
P36596,-0.641703,-0.0998402
Q9C115,-0.784489,-0.385243
O14241,-0.299278,-0.419713
O74428,-0.622751,-0.302559
O43037,-0.797235,-0.265444
Q9USW8,-0.755612,-0.224242
O13952,-0.675834,-0.265271
O74536,-0.59628,-0.63147
P87233,-0.666028,-0.134609
O13351,-0.895118,-0.271917
O14340,-0.705051,-0.00909945
O94508,-0.47349,-0.364344
O14069,-0.377037,-0.121782
O94309,-0.597307,-0.285165
O13741,-0.507337,-0.0432953
Q9Y821,-0.394076,-0.222774
Q9Y7X8,-0.125483,-0.295928
O13774,-0.271312,0.106284
O94244,-0.969199,-0.1732
Q9P802,-0.614198,-0.0694519
Q9HGL6,-0.475636,-0.0764917
Q9UT45,-0.681696,-0.36203
Q10339,-0.834625,-0.41025
Q9Y7Y2,-0.405165,-0.270263
O42657,-0.354811,-0.222791
Q10176,-0.463722,-0.0522729
Q9UTK5,-0.169574,-0.40408
P15567,-0.445643,0.0244982
O94272,-0.284676,-0.280999
O94435,-0.29858,-0.149995
Q09778,-0.618593,-0.495953
Q9UUG9,-0.536227,-0.402189
Q10951,-0.61211,-0.413937
P28829,-0.614891,-0.621315
Q9UT53,-0.59998,-0.336063
Q9P7W4,-0.384583,-0.377039
Q9P805,-0.450474,-0.39507
O13892,-0.920707,-0.23839
O43040,-0.576357,-0.0978334
Q09181,-0.413281,-0.214449
Q92358,-0.627631,-0.311716
Q9UT93,-0.245285,-0.441333
Q9UQY2,-0.207079,-0.340647
O43013,-0.429143,-0.411128
O74975,-0.440723,-0.0205794
Q9UTL4,-0.183386,-0.278904
P11620,-0.404452,-0.0443028
Q9UU82,-0.464499,-0.22448
O13775,-0.435855,-0.179802
