gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
P38555,0.076957,-0.0888303,-0.0896332,-0.0344943,-0.225633,-0.106644,0.0706475,0.165168,-0.143528,-0.139755,-0.0991253,0.0405426,0.0752238,-0.0545302,0.00761474,0.213668,0.0997623,-0.276574,-0.0102444,-0.0371345,0.0684678,-0.159141,-0.116392,-0.0848875
Q9USK7,0.0638157,-0.0567356,-0.0698232,-0.00333194,-0.215859,-0.0971222,0.0917721,0.175211,-0.134324,-0.144271,-0.125094,0.0664947,0.0878294,-0.0597169,-0.0232952,0.204736,0.0858321,-0.312526,0.0218573,-0.0442298,0.0677842,-0.122735,-0.0793759,-0.0862399
P40506,0.0730741,-0.0491949,-0.0544176,-0.0030119,-0.199861,-0.116172,0.0599365,0.16318,-0.13778,-0.171574,-0.0966597,0.0491435,0.0698256,-0.0713461,-0.00850016,0.225528,0.0839429,-0.290266,0.0236308,-0.0327352,0.0455658,-0.151781,-0.100274,-0.0933881
O14250,0.0986518,-0.0635354,-0.0607998,-0.00829099,-0.216776,-0.13291,0.0804903,0.164885,-0.142782,-0.182141,-0.124713,0.0720948,0.0740108,-0.0596041,-0.0162889,0.22986,0.0679682,-0.29786,0.0164233,-0.0322657,0.0594006,-0.129844,-0.0854567,-0.0820337
P40302,0.0822493,-0.0519072,-0.0718248,-0.0121627,-0.226634,-0.103504,0.0755269,0.166119,-0.152036,-0.163504,-0.0884293,0.0693223,0.0876944,-0.0476782,-0.0152763,0.214997,0.0585828,-0.258799,0.0100679,-0.0418028,0.0335773,-0.116366,-0.101692,-0.077657
P40545,0.0542383,-0.0579725,-0.0802741,-0.0113046,-0.207109,-0.102983,0.0776207,0.16464,-0.150008,-0.173403,-0.125471,0.0681348,0.0917444,-0.0617545,0.0118059,0.222688,0.0756394,-0.300333,0.0230994,-0.0225351,0.0652472,-0.125045,-0.100381,-0.0590466
Q10184,0.0542871,-0.051604,-0.0987371,-0.0414743,-0.237599,-0.140265,0.0767366,0.153689,-0.144736,-0.140449,-0.113668,0.0381335,0.075494,-0.0569876,0.00637364,0.211084,0.0860036,-0.285328,0.00876777,-0.0340511,0.0791984,-0.121979,-0.12,-0.0970751
O74690,0.0666185,-0.077,-0.0590226,-0.0368099,-0.206909,-0.111462,0.0955485,0.171605,-0.156903,-0.164872,-0.131269,0.0341483,0.0680851,-0.0699156,0.000472933,0.196295,0.085029,-0.298494,-0.00665739,-0.0434823,0.0709279,-0.139585,-0.0798885,-0.0939848
P39990,0.0562236,-0.0540994,-0.0655417,-0.0442592,-0.221073,-0.111809,0.0689477,0.144327,-0.15074,-0.16292,-0.133708,0.0324346,0.0738545,-0.0583496,0.00927811,0.222156,0.0873346,-0.296408,0.0201177,-0.0357354,0.067571,-0.116424,-0.0949087,-0.0535941
P32327,0.0599351,-0.0706512,-0.0608499,-0.0137865,-0.223686,-0.136346,0.0745445,0.148134,-0.150169,-0.149742,-0.138184,0.0404812,0.0818248,-0.0830479,-0.00954663,0.211375,0.107278,-0.308903,0.00102172,-0.0484716,0.0539585,-0.124132,-0.0805904,-0.0749644
Q9UUE1,0.0650973,-0.0526248,-0.0611851,-0.0127527,-0.212424,-0.124388,0.0558073,0.173698,-0.135569,-0.155758,-0.0907444,0.0683218,0.0523537,-0.0736811,-0.0223297,0.220697,0.10123,-0.289165,0.0196092,-0.0494043,0.0465514,-0.139375,-0.0889233,-0.0756925
Q12461,0.0901796,-0.084417,-0.059796,-0.0254577,-0.217542,-0.116544,0.0905414,0.168015,-0.158168,-0.156515,-0.136007,0.0455633,0.0780111,-0.0525378,0.00175722,0.202235,0.0677241,-0.312432,0.0159136,-0.0457697,0.0630722,-0.147349,-0.0854776,-0.0626165
Q9P7H4,0.0670281,-0.0862818,-0.0888532,-0.0205285,-0.226584,-0.116358,0.0921855,0.143607,-0.157966,-0.157096,-0.116589,0.0339191,0.0556225,-0.0643281,-0.0101856,0.211335,0.0983512,-0.313069,-0.000797544,-0.0344412,0.0455612,-0.118034,-0.0767415,-0.0751878
O13953,0.0761316,-0.0616019,-0.0669212,-0.0224425,-0.212416,-0.10514,0.078674,0.146272,-0.156613,-0.153751,-0.136429,0.040254,0.0923858,-0.0666198,-0.020175,0.229064,0.0980695,-0.309034,0.00469031,-0.0264498,0.064586,-0.142214,-0.106726,-0.0645078
Q12432,0.0606956,-0.0560517,-0.0746319,-0.0288868,-0.219656,-0.101546,0.0737375,0.15196,-0.146587,-0.164436,-0.122226,0.0646888,0.0511732,-0.0512582,0.00418271,0.204458,0.0859798,-0.296852,-0.00450655,-0.0434759,0.0776905,-0.135138,-0.0780937,-0.0745036
Q9USW4,0.0841325,-0.0859129,-0.0622083,-0.026668,-0.207003,-0.129703,0.0782368,0.158423,-0.138433,-0.152554,-0.11264,0.0317281,0.0543211,-0.0641685,-0.0230316,0.221122,0.0950236,-0.290673,0.0269857,-0.0165136,0.0597875,-0.118909,-0.0815663,-0.049524
P38318,0.0935643,-0.0630105,-0.0947616,-0.0294565,-0.208722,-0.119253,0.0868853,0.164321,-0.133658,-0.143229,-0.137556,0.0749049,0.060164,-0.0712688,0.0134986,0.227909,0.0747434,-0.293791,0.00575198,-0.015056,0.0538304,-0.159518,-0.0875599,-0.0684437
P00830,0.0791748,-0.058628,-0.0700974,-0.0456176,-0.212075,-0.131449,0.0776258,0.158375,-0.162166,-0.13387,-0.0933519,0.0726156,0.0779414,-0.0876714,0.00874447,0.19583,0.104024,-0.276675,-0.012101,-0.0325211,0.0704205,-0.13985,-0.114987,-0.0680343
P22068,0.071885,-0.0712493,-0.0877743,-0.0375472,-0.210369,-0.0973822,0.0574189,0.1531,-0.157886,-0.160032,-0.104279,0.0721601,0.0633011,-0.0875049,-0.013644,0.194202,0.105503,-0.296912,0.0237041,-0.0162668,0.0383315,-0.126579,-0.103638,-0.0898048
O74341,0.0671515,-0.0673392,-0.0666458,-0.0265423,-0.203833,-0.122049,0.0695247,0.149905,-0.153485,-0.156987,-0.0924567,0.0618802,0.0683882,-0.0853951,0.00542077,0.189409,0.090855,-0.288531,0.00487441,-0.0202914,0.0721931,-0.147864,-0.0898826,-0.0823747
P39077,0.0688741,-0.0530602,-0.0607454,-0.0277136,-0.213225,-0.107262,0.0912875,0.165335,-0.125943,-0.174391,-0.117435,0.0640358,0.0881791,-0.0861305,-0.0222189,0.198026,0.102341,-0.293599,0.0178861,-0.0504307,0.0374024,-0.144579,-0.0750706,-0.0775828
P05694,0.0959832,-0.0929363,-0.098325,-0.0258141,-0.21398,-0.128776,0.060918,0.153196,-0.131385,-0.138678,-0.119362,0.0486195,0.0888587,-0.053485,-0.00393182,0.22749,0.0996004,-0.306435,0.028453,-0.0254365,0.0644234,-0.134147,-0.0894432,-0.0736293
Q9UT19,0.091498,-0.0664938,-0.0652525,-0.0132534,-0.234747,-0.116353,0.0572638,0.161906,-0.14095,-0.14224,-0.124692,0.0361658,0.075885,-0.0488744,-0.0016256,0.20782,0.102886,-0.286327,0.0221419,-0.0218492,0.0571698,-0.114206,-0.0998761,-0.0711055
O42645,0.058875,-0.0893691,-0.0832434,-0.0177615,-0.209359,-0.102773,0.0823446,0.15104,-0.159555,-0.146823,-0.116463,0.0311039,0.0577604,-0.058483,0.00493299,0.220238,0.0774424,-0.288832,0.0189083,-0.0407998,0.073679,-0.129052,-0.095367,-0.0868154
P31386,0.0845537,-0.088836,-0.0547248,-0.0407729,-0.234031,-0.12509,0.0558002,0.171569,-0.120015,-0.160736,-0.105471,0.0691174,0.0667402,-0.0768158,0.00392186,0.211971,0.0691158,-0.272767,0.000872989,-0.0111348,0.0451287,-0.131343,-0.0791833,-0.0941875
P39726,0.0485026,-0.0590292,-0.083192,-0.0244672,-0.217419,-0.125184,0.0707201,0.174491,-0.158441,-0.164632,-0.0996845,0.0597888,0.061654,-0.0628868,-0.0253032,0.209523,0.0943596,-0.289607,0.00165262,-0.0272577,0.0355975,-0.128805,-0.0987872,-0.0729115
Q9HDV9,0.0628582,-0.0843129,-0.0622128,-0.0276572,-0.219892,-0.0913311,0.0720183,0.157105,-0.123738,-0.158704,-0.11572,0.0416611,0.0870749,-0.0459052,-0.0194185,0.217668,0.0930234,-0.300987,0.00676897,-0.0308334,0.0762822,-0.12088,-0.0759306,-0.0747106
P33754,0.0691568,-0.0927524,-0.0799383,-0.00716935,-0.228441,-0.117954,0.0688929,0.16534,-0.136799,-0.135404,-0.126346,0.0471307,0.0883061,-0.0535142,0.00270693,0.224371,0.0687421,-0.313167,-0.00520168,-0.0118948,0.0807181,-0.121954,-0.0946911,-0.0767041
Q9UUA4,0.0815578,-0.061713,-0.063377,-0.0239855,-0.216043,-0.121423,0.0561802,0.157418,-0.161053,-0.131603,-0.0981217,0.0718999,0.0586057,-0.0567406,-0.0195438,0.227769,0.100419,-0.284834,0.00370721,-0.0441165,0.0616931,-0.119037,-0.0873706,-0.0739845
O14290,0.0584503,-0.0756942,-0.0630605,-0.00936775,-0.235769,-0.116055,0.088092,0.180267,-0.14727,-0.168033,-0.13741,0.0536999,0.0676686,-0.0719032,-0.0124115,0.207809,0.071748,-0.309975,0.0144142,-0.0515035,0.0417413,-0.148345,-0.0987589,-0.0591098
Q07451,0.0842032,-0.0533661,-0.0724589,-0.0411725,-0.237542,-0.115975,0.0976343,0.172722,-0.124248,-0.148386,-0.105122,0.0334054,0.0720011,-0.0717519,-0.0154476,0.196785,0.0968583,-0.308189,-0.011102,-0.0338264,0.0425074,-0.141453,-0.0987217,-0.0749592
P50094,0.072582,-0.0694139,-0.0837578,-0.0373474,-0.210557,-0.113753,0.0570423,0.162478,-0.148087,-0.13869,-0.101362,0.0719696,0.0910725,-0.0637452,-0.0048905,0.23216,0.0649724,-0.297895,0.0151818,-0.0465818,0.0400066,-0.134891,-0.111169,-0.075614
O14344,0.0561506,-0.0889356,-0.0609189,-0.0243104,-0.218966,-0.114308,0.0702208,0.162087,-0.128635,-0.162604,-0.121637,0.0482975,0.0645467,-0.0771654,-0.0189105,0.202167,0.082318,-0.278209,0.0108622,-0.0174959,0.0506983,-0.140584,-0.107643,-0.0643801
Q9HGP5,0.0774574,-0.0887592,-0.0660175,-0.00677809,-0.198551,-0.119576,0.0815689,0.177733,-0.145206,-0.172261,-0.118994,0.0505752,0.0582627,-0.0563847,-0.00764665,0.218055,0.0774387,-0.28892,0.00968327,-0.0363118,0.0445126,-0.126358,-0.0856294,-0.070585
P13517,0.0923043,-0.0896405,-0.0865824,-0.0175327,-0.229513,-0.130702,0.0840687,0.162779,-0.135605,-0.135573,-0.115989,0.066504,0.0906212,-0.0836176,0.0125958,0.192657,0.0674058,-0.292992,0.00262122,-0.0214875,0.068282,-0.117551,-0.07659,-0.0701042
O94395,0.0527242,-0.0809504,-0.0939072,-0.0228892,-0.227037,-0.0967474,0.0903438,0.166602,-0.158191,-0.165961,-0.131701,0.0400458,0.0758168,-0.0466317,0.00320305,0.224269,0.0869024,-0.270419,0.00344505,-0.0323546,0.0723566,-0.121261,-0.0765247,-0.0714254
P32807,0.0845565,-0.0672504,-0.0845316,-0.0154503,-0.211629,-0.0953895,0.0908029,0.169377,-0.135286,-0.147315,-0.109968,0.053574,0.056959,-0.0425585,0.00823538,0.209553,0.0947,-0.284564,-0.00311357,-0.0346377,0.0400515,-0.141409,-0.0783564,-0.0603767
O43073,0.0936803,-0.0853879,-0.0911576,-0.0140499,-0.233371,-0.100376,0.0813031,0.156114,-0.145271,-0.155483,-0.13966,0.0597235,0.066367,-0.055341,-0.0193865,0.222858,0.0873669,-0.285122,0.0233947,-0.044591,0.0547491,-0.144671,-0.089188,-0.0922586
Q12016,0.0766212,-0.0477824,-0.0605264,-0.0150561,-0.224421,-0.10817,0.0888116,0.142061,-0.137914,-0.144849,-0.118139,0.0667116,0.0561915,-0.0795439,-0.0267489,0.199181,0.0783622,-0.294875,-0.00224444,-0.0313651,0.05466,-0.133916,-0.0911347,-0.078451
O94617,0.0637826,-0.0889508,-0.0637647,-0.0320705,-0.215898,-0.122051,0.0653895,0.173303,-0.136114,-0.175409,-0.132874,0.056187,0.077986,-0.075223,-0.000634314,0.213444,0.0793395,-0.278733,0.0133343,-0.0289162,0.0715313,-0.151442,-0.0824888,-0.0953131
P43123,0.0835982,-0.0538079,-0.0721715,-0.00181995,-0.233108,-0.0929694,0.0698003,0.170043,-0.156778,-0.139798,-0.115079,0.0541306,0.0801071,-0.0774088,0.0155116,0.190391,0.101243,-0.301309,0.00484676,-0.0104151,0.0492663,-0.114495,-0.0750283,-0.0830745
P41811,0.0760672,-0.0902955,-0.087715,-0.0358582,-0.219251,-0.0980579,0.0698272,0.167571,-0.123383,-0.157802,-0.100032,0.052716,0.0758228,-0.0643635,0.0134215,0.223786,0.0823037,-0.276438,0.0210693,-0.0230997,0.0674555,-0.141518,-0.10199,-0.085315
O42937,0.0853451,-0.0720321,-0.0713184,-0.0247838,-0.21515,-0.123454,0.0604919,0.162812,-0.164213,-0.154062,-0.132878,0.0617443,0.0655839,-0.0695592,0.0110674,0.207065,0.0825065,-0.29239,0.0246899,-0.0133805,0.0593143,-0.134768,-0.121453,-0.0834963
P20424,0.0677008,-0.0748268,-0.0746165,-0.00881347,-0.220628,-0.111405,0.0886476,0.158491,-0.149528,-0.142183,-0.106573,0.0774541,0.0604482,-0.0625549,0.0148119,0.238349,0.0835251,-0.318145,0.00517673,-0.0348828,0.0432649,-0.14201,-0.0848562,-0.0930576
P21565,0.0639662,-0.0629367,-0.0949523,-0.0244972,-0.207144,-0.103619,0.0920074,0.170663,-0.157176,-0.142498,-0.114221,0.0562112,0.0713242,-0.0785361,0.0103588,0.230064,0.100103,-0.284077,0.0196679,-0.0507822,0.0734161,-0.15248,-0.0803161,-0.0967881
P43535,0.0855829,-0.0795028,-0.0663711,-0.015098,-0.216978,-0.125144,0.0866491,0.133735,-0.152006,-0.161294,-0.093372,0.0357813,0.0490277,-0.0765713,0.0122072,0.213391,0.0962949,-0.289327,-0.0116867,-0.0390161,0.0484776,-0.122888,-0.0729886,-0.0476423
O59672,0.055916,-0.0708394,-0.067569,-0.0254502,-0.21477,-0.0987637,0.05742,0.169274,-0.154299,-0.146857,-0.110043,0.0708813,0.0807238,-0.0564511,-0.0216648,0.20265,0.0681801,-0.281242,0.00567526,-0.0275757,0.0466257,-0.121704,-0.0798647,-0.0743117
Q9HGL4,0.0797569,-0.0748698,-0.0796316,-0.0296319,-0.208992,-0.118678,0.0598169,0.172173,-0.153294,-0.165012,-0.0931833,0.0685362,0.0622105,-0.0767083,0.00475286,0.212451,0.0693308,-0.306565,0.015776,-0.0263663,0.0687342,-0.127203,-0.103006,-0.0949685
P41814,0.0734938,-0.0565005,-0.0622411,-0.00388543,-0.23376,-0.109603,0.0536226,0.166408,-0.138868,-0.160934,-0.11698,0.0448068,0.0813838,-0.0568606,0.00907017,0.209424,0.0652746,-0.299297,0.0249166,-0.0311727,0.0775662,-0.15032,-0.0790023,-0.0693722
P40055,0.0883476,-0.0813751,-0.0582488,-0.00876501,-0.214723,-0.125657,0.0895547,0.157849,-0.142334,-0.161293,-0.130328,0.0647505,0.0658341,-0.0815508,0.0086007,0.197987,0.0719579,-0.300719,0.0137854,-0.0237595,0.0543752,-0.157822,-0.112014,-0.0852262
Q9P4X3,0.0638582,-0.0648513,-0.0924084,-0.0336885,-0.228567,-0.097237,0.0557261,0.148309,-0.135853,-0.167583,-0.125044,0.0508657,0.0542062,-0.0567417,-0.0230873,0.224229,0.0987026,-0.281277,-0.0123036,-0.0442176,0.0768421,-0.119388,-0.10939,-0.0592255
P53829,0.0991149,-0.0762641,-0.0814167,-0.0297494,-0.228212,-0.105317,0.10387,0.163918,-0.14151,-0.179682,-0.142354,0.045911,0.06765,-0.0802024,-0.00979621,0.220758,0.0939095,-0.301565,0.0133992,-0.0388539,0.0839148,-0.130923,-0.125517,-0.0751679
Q92368,0.0661572,-0.0830763,-0.0693207,-0.0320001,-0.239923,-0.115536,0.0977707,0.186399,-0.130199,-0.177772,-0.136282,0.0681599,0.0700746,-0.060385,0.0144621,0.199399,0.0742549,-0.295904,0.02313,-0.0396274,0.0546077,-0.123798,-0.0844012,-0.0599072
P53252,0.0578817,-0.0559005,-0.0992211,-0.0425839,-0.221166,-0.113476,0.0807844,0.163544,-0.163241,-0.141252,-0.113379,0.0371104,0.0859895,-0.0875889,-0.0136821,0.22205,0.0956247,-0.304262,0.0256077,-0.0212012,0.0476787,-0.139512,-0.0807586,-0.0760794
O74960,0.0779114,-0.0831931,-0.0772239,-0.0377834,-0.223614,-0.120515,0.0720647,0.14403,-0.139464,-0.145983,-0.124242,0.034108,0.081909,-0.0537641,0.00281778,0.215965,0.0839842,-0.271517,0.00806838,-0.0284463,0.036633,-0.133698,-0.10313,-0.0709091
Q06096,0.0529272,-0.0760729,-0.0576823,-0.020574,-0.203182,-0.126459,0.0651501,0.161738,-0.162555,-0.173966,-0.10085,0.0634718,0.0841012,-0.047576,-0.00687903,0.229607,0.0639933,-0.300108,0.0194721,-0.0121056,0.0727297,-0.141232,-0.0726944,-0.0581997
O74990,0.0589278,-0.0693182,-0.0746119,-0.0337826,-0.232619,-0.123858,0.0787065,0.158663,-0.1247,-0.172121,-0.10945,0.0348692,0.0595835,-0.0763692,-0.00242442,0.23551,0.083532,-0.277293,0.0294939,-0.0238066,0.0721091,-0.115718,-0.0917403,-0.0932373
Q9USY7,0.0630031,-0.0782803,-0.0925231,-0.0174268,-0.221219,-0.111569,0.0644011,0.158602,-0.133987,-0.173469,-0.0997086,0.0442775,0.0553173,-0.0737867,0.00948485,0.218291,0.107472,-0.306317,0.000454868,-0.0454765,0.0662257,-0.153376,-0.1136,-0.0595828
P38297,0.0482211,-0.0730996,-0.0919254,-0.0176957,-0.229313,-0.0990353,0.0538123,0.160825,-0.144839,-0.171212,-0.11078,0.0510317,0.067244,-0.0557083,-0.0076821,0.185935,0.0782645,-0.291551,-0.0120415,-0.043934,0.077982,-0.135858,-0.0828889,-0.0817928
Q04121,0.0745565,-0.0777899,-0.0881942,-0.0248639,-0.231424,-0.133578,0.0935163,0.150063,-0.131671,-0.138269,-0.107708,0.0475642,0.0675195,-0.0568827,0.00403604,0.227648,0.0701204,-0.292526,0.0174679,-0.0135767,0.0481369,-0.160587,-0.097275,-0.0975708
O13726,0.0764233,-0.0507089,-0.07485,-0.0221586,-0.22074,-0.124421,0.0792329,0.163402,-0.143487,-0.162586,-0.116019,0.0283224,0.0452808,-0.0671229,-0.00960072,0.194767,0.0956879,-0.271096,0.0272988,-0.036973,0.0673789,-0.127685,-0.0902308,-0.088631
P11620,0.0813649,-0.0781327,-0.0806842,-0.00662223,-0.219245,-0.110026,0.0786637,0.138109,-0.134378,-0.165991,-0.110391,0.0396166,0.0759265,-0.0501665,-0.0172971,0.231667,0.0758669,-0.298881,-0.0110893,-0.0165688,0.0393612,-0.133884,-0.0869712,-0.06328
P01123,0.0531458,-0.0718459,-0.0932807,-0.0430538,-0.232771,-0.116333,0.0690074,0.151925,-0.145711,-0.148523,-0.0963888,0.0700323,0.0788557,-0.0528193,-0.0153774,0.229049,0.0955754,-0.272542,0.0161025,-0.046105,0.0462614,-0.113519,-0.0756137,-0.0824519
Q07953,0.0687837,-0.0711137,-0.0535876,-0.0283955,-0.204312,-0.1179,0.0560354,0.16923,-0.141921,-0.141957,-0.114332,0.0748943,0.0910925,-0.0577017,0.0133595,0.219056,0.0875777,-0.295038,0.0253964,-0.0161021,0.0406195,-0.155314,-0.107975,-0.0935029
O14179,0.0717687,-0.0812457,-0.0693761,-0.015619,-0.222577,-0.105083,0.0633502,0.15359,-0.143493,-0.153316,-0.0983765,0.0616266,0.0728347,-0.0504504,0.00929963,0.222829,0.0819287,-0.308728,0.0226538,-0.0435267,0.0534077,-0.143183,-0.102856,-0.0745412
P39007,0.0576227,-0.0800604,-0.0709056,-0.0293004,-0.220192,-0.119468,0.0522959,0.176462,-0.150579,-0.159734,-0.0888737,0.0499917,0.0618524,-0.0694916,-0.0128531,0.212553,0.0857248,-0.291878,0.0172984,-0.0428037,0.0455499,-0.138695,-0.0970787,-0.0533399
O94335,0.0553688,-0.0704155,-0.0755678,-0.0138633,-0.230623,-0.105955,0.08187,0.157013,-0.167865,-0.176904,-0.0994854,0.0673295,0.0680835,-0.0543979,-0.0126258,0.196923,0.0851061,-0.305302,-0.00839279,-0.0415445,0.0713097,-0.119642,-0.107448,-0.0641732
O14046,0.061167,-0.0886732,-0.0542311,-0.040954,-0.223933,-0.133602,0.0885438,0.158026,-0.143413,-0.168391,-0.115426,0.0422736,0.0647516,-0.0513791,0.0105292,0.194593,0.0779409,-0.302292,0.0218415,-0.0446668,0.0415212,-0.147121,-0.0864112,-0.083413
P23968,0.079921,-0.0610463,-0.0641751,-0.0240918,-0.225261,-0.110984,0.0675596,0.1751,-0.151535,-0.14427,-0.132012,0.0354443,0.0862842,-0.0856131,0.00786291,0.219632,0.0834142,-0.283489,0.00625778,-0.0101437,0.0438572,-0.158018,-0.109357,-0.0951763
P53615,0.0921608,-0.0858772,-0.0929454,-0.0448243,-0.238091,-0.105739,0.0703582,0.149538,-0.129549,-0.182923,-0.101318,0.0553819,0.0588129,-0.0586149,0.00742421,0.233881,0.0837661,-0.304007,0.027182,-0.0218346,0.0770352,-0.126437,-0.105576,-0.0716133
O94255,0.0717811,-0.0684522,-0.0862313,-0.0372355,-0.238172,-0.110664,0.0857325,0.179091,-0.133518,-0.143355,-0.124549,0.0578432,0.054604,-0.0644292,0.0096397,0.241727,0.0818615,-0.289181,0.0297648,-0.0305477,0.0572413,-0.151302,-0.083049,-0.0878982
Q9Y7K4,0.0593082,-0.0531087,-0.0804696,-0.0084915,-0.234561,-0.109227,0.079724,0.148043,-0.139445,-0.159404,-0.101328,0.0411049,0.0953602,-0.0526755,0.00337533,0.213112,0.106218,-0.315495,0.023923,-0.0404038,0.069566,-0.152314,-0.0762015,-0.0979111
Q12177,0.062397,-0.0589203,-0.0652328,-0.0040374,-0.217968,-0.10306,0.0769534,0.138522,-0.14047,-0.161729,-0.116786,0.0706433,0.0880695,-0.0738081,9.94393e-05,0.212507,0.0765026,-0.279081,0.0138883,-0.0471589,0.0465567,-0.121883,-0.101113,-0.0696359
P38759,0.0654198,-0.083701,-0.0885656,-0.0152932,-0.224378,-0.136896,0.0737158,0.148596,-0.157676,-0.15045,-0.100657,0.0485304,0.0910627,-0.0690192,-0.0188059,0.226368,0.0669113,-0.314619,0.00950446,-0.0179568,0.0393832,-0.144907,-0.0810703,-0.0681584
Q9UTI5,0.0855621,-0.0589074,-0.0970637,-0.00914137,-0.234122,-0.0990221,0.0750232,0.157579,-0.145801,-0.134608,-0.113527,0.0750296,0.0502034,-0.056742,-0.0266844,0.222371,0.0738376,-0.299096,0.00783292,-0.00932927,0.0360353,-0.148917,-0.0849434,-0.0541779
P07264,0.092587,-0.0714467,-0.0990887,-0.0418993,-0.244517,-0.0999053,0.089048,0.164127,-0.164445,-0.139271,-0.0950971,0.0644609,0.0875693,-0.0503818,-0.00965505,0.216933,0.0729379,-0.280382,-0.00838007,-0.0123847,0.0607006,-0.131137,-0.110568,-0.079238
O14289,0.0881899,-0.0746698,-0.0933298,-0.0363348,-0.223243,-0.10299,0.0770221,0.152181,-0.134803,-0.154337,-0.128357,0.0512324,0.0907316,-0.078864,-0.0096545,0.206294,0.0892862,-0.306433,-0.000519654,-0.0291838,0.0751012,-0.163004,-0.109746,-0.0598861
O13687,0.0806774,-0.0590399,-0.0834542,-0.0280518,-0.243044,-0.127453,0.0713145,0.170032,-0.124936,-0.175475,-0.103717,0.0572881,0.0891934,-0.0733761,-0.0130777,0.198975,0.081613,-0.289706,-0.0037404,-0.0246571,0.0728862,-0.128978,-0.111618,-0.0615178
P22203,0.0805034,-0.0500741,-0.0801923,-0.0267079,-0.210144,-0.106572,0.0741545,0.139275,-0.143764,-0.170746,-0.104868,0.0514554,0.0763967,-0.0663947,-0.00974708,0.233092,0.0865296,-0.284354,-0.00969123,-0.0397824,0.0786613,-0.154729,-0.0874824,-0.0939477
Q9USH7,0.0607276,-0.0913579,-0.0760117,-0.0224204,-0.216119,-0.128558,0.0788545,0.1649,-0.137653,-0.165663,-0.120268,0.060573,0.0786979,-0.0884036,-0.0175019,0.216883,0.100642,-0.288353,-0.00812879,-0.0472781,0.0574965,-0.16137,-0.114782,-0.0647077
P39926,0.082748,-0.0892355,-0.0649475,-0.0353107,-0.22101,-0.128234,0.0965584,0.176482,-0.131679,-0.143394,-0.124366,0.0618498,0.0798032,-0.0497738,0.0157439,0.242961,0.0863215,-0.289793,0.0136268,-0.0262325,0.0534774,-0.133848,-0.099919,-0.0567694
P78774,0.0589025,-0.071676,-0.0739992,-0.0380941,-0.223215,-0.135332,0.0865592,0.173157,-0.135968,-0.185892,-0.112075,0.0565195,0.0830471,-0.0722637,0.0114835,0.243112,0.069125,-0.307231,0.00994156,-0.0512985,0.0442629,-0.12371,-0.119176,-0.0713381
P38328,0.0706608,-0.0712781,-0.0752637,-0.0126578,-0.220576,-0.112839,0.0928532,0.179358,-0.138554,-0.168551,-0.103749,0.0670659,0.0805423,-0.0597422,0.00608731,0.219607,0.068662,-0.301996,0.00942976,-0.0401344,0.0740702,-0.118426,-0.0762729,-0.0764816
Q10435,0.0899686,-0.0600815,-0.0955322,-0.013526,-0.222698,-0.100825,0.0624685,0.175212,-0.141663,-0.154318,-0.101865,0.0511331,0.0558759,-0.0579645,0.000594601,0.222683,0.0844378,-0.293293,0.0173614,-0.0119274,0.0660472,-0.156616,-0.0995304,-0.0853189
P33202,0.0601391,-0.0515811,-0.0662197,-0.00461528,-0.243485,-0.105027,0.0916526,0.169221,-0.145686,-0.134727,-0.100725,0.0347808,0.0864061,-0.0617576,-0.00577992,0.224319,0.0713255,-0.290135,-0.00320997,-0.0244868,0.055993,-0.140239,-0.097953,-0.0875791
Q00618,0.0780862,-0.0550054,-0.056046,-0.0293823,-0.206682,-0.128141,0.0854719,0.160996,-0.16205,-0.159241,-0.116969,0.0508704,0.0576817,-0.063406,-0.0132324,0.219195,0.089054,-0.294216,0.0154712,-0.0498925,0.0722261,-0.114614,-0.112501,-0.0834342
O94412,0.0850449,-0.0518385,-0.077967,-0.0343215,-0.21882,-0.101083,0.0549964,0.171886,-0.129537,-0.154787,-0.116773,0.0541659,0.0628397,-0.0501627,0.00292573,0.230333,0.0958303,-0.286527,0.00700752,-0.042904,0.066039,-0.140454,-0.104375,-0.0543302
O74369,0.0944336,-0.0904172,-0.0863528,-0.0382105,-0.222162,-0.119759,0.072683,0.167478,-0.138574,-0.148328,-0.0946839,0.0578472,0.0814857,-0.0496481,-0.0180349,0.225992,0.0755884,-0.295123,0.0310026,-0.0281691,0.0781518,-0.135621,-0.103974,-0.0716598
P40015,0.0851982,-0.0734607,-0.0591027,-0.0281074,-0.241925,-0.137039,0.0844563,0.142824,-0.128586,-0.161277,-0.126046,0.0569095,0.0845949,-0.0724311,0.00108037,0.198343,0.0869328,-0.285402,0.0281208,-0.0502887,0.039813,-0.158014,-0.096162,-0.0667242
O13896,0.0924977,-0.064299,-0.0654221,-0.0238182,-0.245411,-0.131582,0.0635135,0.152304,-0.161945,-0.172827,-0.116992,0.0722545,0.0649653,-0.0655082,-0.023893,0.205374,0.0694644,-0.275045,-0.00718234,-0.0367938,0.050345,-0.141363,-0.103475,-0.0617991
