protein,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
Q12119,-0.00463821,-0.100179,-0.035495,-0.0761549,0.0426731,0.151684,-0.123617,0.00986054,-0.0285781,0.148277,0.0498595,0.0445838,-0.0419268,0.0230166,0.021422,-0.0676606,-0.0620388,0.028121,-0.13561,0.16895,0.0198444,0.0169848,0.0100546,-0.0560703
Q12421,-0.0322792,-0.142615,-0.073311,-0.0962214,0.080015,0.197039,-0.134884,-0.00381786,-0.00927435,0.183895,0.0431628,0.0550046,-0.066321,0.0267427,0.00804237,-0.0995214,-0.0830784,0.0582955,-0.172255,0.250072,0.07199,0.00270376,-0.0169128,-0.081402
P38970,-0.0520165,-0.25443,-0.112362,-0.1395,0.143871,0.403184,-0.283709,-0.0223427,-0.0447009,0.411262,0.102553,0.0956291,-0.161353,0.0226959,0.0320254,-0.165416,-0.219107,0.0712698,-0.321412,0.503419,0.120249,0.0573723,-0.0117133,-0.16799
P25657,-0.0145262,-0.114117,-0.0429104,-0.0460131,0.0707068,0.157195,-0.127799,-0.00207333,-0.0385511,0.152337,0.0632025,0.0332134,-0.0724256,0.000711379,0.0171025,-0.0837812,-0.0852434,0.0150018,-0.139545,0.190898,0.0558232,0.0139743,0.000700776,-0.0744258
Q04377,-0.0220333,-0.16018,-0.0716801,-0.0847929,0.103128,0.226978,-0.184851,-0.0175619,-0.0196542,0.243591,0.0532742,0.0619711,-0.0778871,0.0415572,0.0431367,-0.0960578,-0.137939,0.0576048,-0.18027,0.31065,0.0770752,0.00489239,-0.0031356,-0.101541
P16622,-0.0140287,-0.153505,-0.0707779,-0.101776,0.103791,0.214361,-0.155317,-0.0118468,-0.0342671,0.228672,0.0676839,0.0571599,-0.0783477,0.000879919,0.0414479,-0.103011,-0.110818,0.0689429,-0.205311,0.29253,0.0579072,0.0324529,-0.0148501,-0.0890439
P21304,-0.0486445,-0.257893,-0.106976,-0.15616,0.129751,0.359308,-0.281886,-0.0172126,-0.0289302,0.357803,0.113042,0.06128,-0.151411,0.0356843,0.041861,-0.147244,-0.173137,0.0996524,-0.307282,0.455762,0.0853651,0.0396689,0.00507565,-0.159846
Q05533,-0.0518455,-0.157864,-0.0632285,-0.0877299,0.08775,0.216974,-0.155406,0.0137772,-0.0388353,0.220799,0.0685799,0.0587442,-0.0703801,0.0199564,0.0399851,-0.106273,-0.096027,0.0586437,-0.158786,0.246945,0.0588766,0.0379792,0.00822061,-0.0974423
P53962,-0.0343631,-0.180111,-0.0915089,-0.112959,0.107904,0.250471,-0.19223,0.0115683,-0.0273123,0.257506,0.0817027,0.0363065,-0.107632,0.0285895,0.0373406,-0.108989,-0.142463,0.0505608,-0.218059,0.295762,0.060125,0.0163034,-0.0135039,-0.13941
P32473,-0.0282391,-0.199373,-0.0649746,-0.0853099,0.0916779,0.26678,-0.212461,-0.00589103,-0.0175512,0.256995,0.0781216,0.0512195,-0.100294,0.034591,0.0404133,-0.106155,-0.11618,0.0727488,-0.213478,0.317194,0.0693687,0.0324372,0.0176211,-0.141101
P45976,-0.0441994,-0.171067,-0.080832,-0.099652,0.107194,0.283632,-0.217046,-0.0103537,-0.0315595,0.272322,0.0900054,0.0784996,-0.100004,0.0317342,0.0176041,-0.106043,-0.133396,0.0703759,-0.20901,0.360829,0.0818707,0.0316169,0.00457846,-0.144449
P27705,-0.0594774,-0.215582,-0.0970173,-0.104678,0.125624,0.287304,-0.221641,-0.017772,-0.0346917,0.276759,0.085384,0.0806256,-0.127689,0.0300925,0.0424854,-0.144159,-0.15243,0.0838034,-0.258383,0.372153,0.0957278,0.00591666,0.0176831,-0.147516
Q12163,-0.0412915,-0.141024,-0.0689034,-0.0858748,0.0695738,0.198304,-0.155915,-0.0111572,-0.0432863,0.211811,0.0502913,0.0685183,-0.102382,0.00328582,0.0432749,-0.0861091,-0.0980012,0.0338094,-0.159833,0.289202,0.0704485,0.0197764,0.00686434,-0.102381
P53971,-0.0107823,-0.132409,-0.03577,-0.0513295,0.0719298,0.192639,-0.138217,-0.00195462,-0.0420495,0.159937,0.0396824,0.046624,-0.064461,0.0282795,0.0313262,-0.0857489,-0.0853611,0.0500929,-0.151202,0.228713,0.0337586,0.000679062,-0.00805043,-0.0684951
P43592,-0.0258801,-0.171799,-0.0521698,-0.102148,0.091075,0.261283,-0.179129,-0.012882,-0.0171679,0.246545,0.0738188,0.0462898,-0.0904173,0.0169606,0.0475833,-0.134537,-0.118051,0.06027,-0.213803,0.328627,0.0613034,0.0170941,-0.00388215,-0.103414
P46983,-0.0539148,-0.166398,-0.0540091,-0.0870643,0.0816574,0.201013,-0.158718,-0.0150957,-0.00914596,0.218578,0.0788711,0.0536905,-0.0941233,0.0389177,0.010759,-0.101001,-0.113346,0.0354389,-0.172061,0.280415,0.08114,0.0132317,-0.0177214,-0.0946916
P14736,-0.0458329,-0.201617,-0.0707476,-0.124614,0.118983,0.280538,-0.213177,0.00478785,-0.020572,0.303475,0.0970066,0.0461234,-0.132937,0.0233268,0.0273185,-0.134786,-0.147626,0.0832594,-0.228578,0.357468,0.0861231,0.0100414,0.0208363,-0.130207
Q04658,-0.00250152,-0.0931953,-0.0472208,-0.0457978,0.0645609,0.126452,-0.108317,-0.00802391,-0.00559434,0.136171,0.0236447,0.0448628,-0.0578839,0.0298406,0.0266922,-0.0536219,-0.0494276,0.0319625,-0.0988324,0.137239,0.0412976,0.00681167,0.019362,-0.0546945
P53341,-0.027872,-0.103267,-0.044943,-0.0643992,0.0703958,0.152259,-0.0901774,-0.00554179,-0.0307148,0.1519,0.0343926,0.0449196,-0.065915,-0.00367851,-0.00386931,-0.054264,-0.0863073,0.0159951,-0.120831,0.182385,0.0429005,0.0270709,0.0144095,-0.0568346
Q2V2P8,-0.0263435,-0.110716,-0.0513865,-0.0447013,0.0557045,0.131767,-0.0955536,-0.0122716,-0.0133385,0.138638,0.0388407,0.0463331,-0.0603532,-0.00427796,0.00134723,-0.0722052,-0.0656197,0.0313853,-0.12196,0.163157,0.0331276,0.0236706,-0.0109979,-0.0539987
Q12680,-0.0172217,-0.135563,-0.0573242,-0.055133,0.094496,0.192461,-0.16274,-0.00278747,-0.0435832,0.175724,0.0563539,0.0440205,-0.0813225,0.00227031,0.0354235,-0.0909495,-0.0926805,0.0297152,-0.161771,0.239631,0.0337537,0.00765851,-0.015097,-0.0847487
P40985,-0.0119591,-0.084879,-0.0567772,-0.0443041,0.0689117,0.153647,-0.0876002,0.00427168,-0.0196666,0.160502,0.0632429,0.0526142,-0.0513904,-0.00602838,0.0303565,-0.0567682,-0.0726297,0.0381342,-0.117773,0.191688,0.0276987,0.0337545,-0.0199479,-0.0664615
P38849,-0.0142178,-0.0740958,-0.0219383,-0.0329314,0.0704641,0.138759,-0.0962062,-0.0055064,-0.0295021,0.106534,0.051925,0.00779038,-0.0526466,-0.00432724,0.00470536,-0.0389412,-0.0793651,0.0364621,-0.0964817,0.155415,0.0236071,0.02215,0.0204898,-0.0772028
P25631,-0.0167936,-0.12549,-0.0513408,-0.0549486,0.0745073,0.170921,-0.125657,0.0162856,-0.0303732,0.150695,0.034732,0.0225238,-0.064874,0.0134822,0.00496595,-0.079346,-0.0660738,0.0188401,-0.120512,0.207108,0.0341651,0.0311033,-0.0116753,-0.0691709
Q12118,-0.0211125,-0.155048,-0.0842376,-0.0966921,0.0998869,0.217785,-0.160646,-0.0066149,-0.0356561,0.2323,0.0622354,0.0714981,-0.0787879,0.0310222,0.0225064,-0.0850406,-0.102023,0.0600784,-0.182762,0.28794,0.0684399,0.0251035,-0.0172582,-0.0955213
P47155,-0.0154889,-0.165628,-0.0719495,-0.106931,0.0731391,0.211243,-0.180894,-0.016752,-0.0406437,0.227836,0.0509193,0.0547813,-0.101624,0.0158415,0.00779636,-0.110001,-0.108759,0.0626242,-0.19945,0.265855,0.0835704,0.028426,0.0180311,-0.1277
P0C2J1,-0.0116189,-0.086625,-0.0415433,-0.0565721,0.070877,0.135914,-0.0965476,0.0079412,-0.00905443,0.141113,0.0403196,0.0417051,-0.053495,0.0292541,0.0249716,-0.0685967,-0.0724519,0.0391152,-0.115522,0.178387,0.0302448,0.0274377,-0.00451903,-0.072636
Q12350,-0.00398402,-0.116125,-0.0209824,-0.054562,0.0502663,0.145418,-0.112447,0.00529313,-0.0307872,0.130019,0.0489321,0.0514948,-0.075169,0.0035228,0.0185923,-0.0473012,-0.0634381,0.0450929,-0.123381,0.186643,0.0523656,0.0333676,-0.000437994,-0.0472297
Q08032,-0.0597716,-0.187398,-0.0575195,-0.0920896,0.12274,0.263516,-0.189198,0.00512676,-0.0502423,0.271732,0.0836351,0.0463694,-0.112444,0.0427545,0.038802,-0.131258,-0.137215,0.075803,-0.228545,0.331418,0.0889846,0.00825741,0.00897804,-0.114928
Q03855,-0.0146972,-0.0735544,-0.0529456,-0.044254,0.0273536,0.128603,-0.0799663,-0.00907079,-0.00729616,0.126236,0.0553346,0.0279006,-0.0479989,0.0137024,0.0272716,-0.0722852,-0.0720138,0.0321646,-0.116774,0.143805,0.0486857,-0.00263954,0.00635731,-0.0724357
P36102,-0.0363502,-0.122885,-0.0736527,-0.059249,0.0752389,0.206343,-0.136907,0.00981512,-0.0244156,0.201409,0.0602635,0.0264599,-0.0619497,0.0255585,0.0170047,-0.0743918,-0.119844,0.0447669,-0.181667,0.265847,0.07006,0.00404162,0.0209917,-0.0932634
Q07657,-0.0537787,-0.221147,-0.07301,-0.13969,0.106631,0.293592,-0.219654,-0.00186274,-0.0266426,0.329059,0.0772661,0.0817083,-0.118963,0.0413975,0.0457151,-0.16113,-0.169547,0.055008,-0.26992,0.412717,0.0763968,0.015625,0.00666384,-0.163826
P42951,-0.0265108,-0.100809,-0.0470593,-0.0604399,0.0738458,0.124159,-0.105529,0.0121101,-0.030674,0.146702,0.0593999,0.0162904,-0.0354394,0.0029841,0.00679907,-0.0444903,-0.0624177,0.0218897,-0.131777,0.176543,0.0524785,0.0184257,0.00392918,-0.0762639
P32493,-0.0119147,-0.117129,-0.0460278,-0.0686808,0.0538198,0.119301,-0.101463,-0.0227687,-0.0350996,0.142442,0.035391,0.0478402,-0.0725243,-0.00146084,0.0118752,-0.0668595,-0.0885495,0.0405274,-0.107387,0.184299,0.0458182,0.00552919,0.00558633,-0.0509524
P0C5R9,-0.0108809,-0.0669327,-0.0475369,-0.0311004,0.0487065,0.103009,-0.0902225,-0.0112548,-0.00375098,0.122285,0.0376676,0.0207179,-0.0625718,0.0127644,0.00164478,-0.0539837,-0.0608218,0.0248788,-0.106185,0.14311,0.0300078,0.0115273,0.00927826,-0.0539167
P53752,-0.0121848,-0.113693,-0.026366,-0.0668199,0.0561976,0.141803,-0.120576,0.00554225,-0.0326165,0.162202,0.0467008,0.0397746,-0.052951,0.0248062,0.0309522,-0.0651009,-0.0846908,0.0296263,-0.122154,0.181788,0.0417247,0.0187938,-0.0165684,-0.0847621
Q06689,-0.0373817,-0.159112,-0.0574996,-0.0957819,0.106753,0.250719,-0.18625,-0.0130574,-0.0305794,0.262703,0.078943,0.0576022,-0.0875791,0.010584,0.010096,-0.109019,-0.115035,0.0675448,-0.207676,0.30199,0.0841484,0.0320047,0.00365497,-0.110741
P39684,-0.0103562,-0.0767525,-0.0421694,-0.0447124,0.0594002,0.116052,-0.0897714,-0.0155305,-0.00551606,0.124815,0.0279127,0.0284268,-0.0561315,-0.000856651,0.0166569,-0.0533792,-0.0561262,0.0377121,-0.108658,0.119873,0.0244594,0.0196324,0.000771137,-0.0687682
Q12395,-0.0323392,-0.114814,-0.0456614,-0.0434668,0.0825408,0.169403,-0.110336,-0.00375168,-0.0109755,0.164379,0.0484499,0.0193556,-0.074371,0.0349619,-0.00200372,-0.0723497,-0.0915984,0.0341813,-0.123346,0.192261,0.0619314,-0.00340021,-0.0105983,-0.0925379
P40447,-0.00510517,-0.0622741,-0.0308876,-0.044375,0.021501,0.0835425,-0.0505683,-0.00789963,0.00410912,0.066824,0.0434644,0.0364532,-0.0318848,0.0264561,0.0194635,-0.0572773,-0.0631817,0.00512698,-0.0568033,0.111046,0.0260678,0.00337595,-0.00419617,-0.0542174
P04173,-0.0293619,-0.0911897,-0.0301901,-0.0482525,0.0444773,0.101796,-0.0935261,-0.0192369,-0.0207633,0.110296,0.0520969,0.00851492,-0.0319081,0.0149264,0.0214823,-0.0376132,-0.0507683,0.0274605,-0.11008,0.161073,0.0256363,0.0289599,-0.0124292,-0.0520669
P53755,-0.0447215,-0.207203,-0.0676306,-0.0908065,0.111972,0.293308,-0.219501,-0.00589517,-0.039079,0.278122,0.0748346,0.0539879,-0.104493,0.0242065,0.0286703,-0.120898,-0.159094,0.0686691,-0.245549,0.347793,0.0945918,0.0361746,-0.0080803,-0.128919
P47086,-0.0188881,-0.191605,-0.0804224,-0.105139,0.105327,0.241539,-0.193836,0.00162646,-0.0497385,0.250253,0.0935988,0.0399382,-0.0902364,0.0391398,0.0501828,-0.103973,-0.132886,0.0502574,-0.200676,0.332855,0.0661593,0.0196813,-0.0155736,-0.128817
P53280,-0.0458272,-0.142858,-0.0652349,-0.08263,0.10468,0.190699,-0.181574,-0.0212219,-0.0240507,0.200653,0.0470305,0.0345325,-0.0821665,0.0375515,0.039593,-0.114279,-0.122235,0.0389157,-0.189603,0.264216,0.0724738,0.0178993,-0.00976858,-0.0825123
P07274,-0.0389833,-0.103098,-0.0491641,-0.0469365,0.0569649,0.168356,-0.118625,0.00893648,-0.0331442,0.184267,0.0527721,0.02441,-0.0781242,0.00686425,0.00669498,-0.0964557,-0.0810723,0.0435306,-0.129692,0.187899,0.0330905,0.0251167,-0.0140766,-0.0951732
P12686,-0.0400629,-0.262443,-0.125815,-0.146517,0.159212,0.384199,-0.277145,-0.0035207,-0.0558061,0.406602,0.0997142,0.077216,-0.143873,0.0541131,0.05316,-0.175655,-0.212594,0.102905,-0.331114,0.482714,0.128514,0.0540722,0.00358954,-0.164161
P38120,-0.0291963,-0.168032,-0.0755223,-0.103368,0.106644,0.210738,-0.186327,-0.0239001,-0.0435762,0.253192,0.0883799,0.0705564,-0.106213,0.0270244,0.0241044,-0.10718,-0.117917,0.0666873,-0.173734,0.311201,0.0494859,0.0217995,0.00546305,-0.12183
P47771,-0.0599617,-0.202786,-0.0724984,-0.11362,0.11245,0.254122,-0.191477,-0.0108722,-0.0404581,0.259105,0.0908608,0.0713686,-0.111132,0.0486318,0.0366733,-0.145436,-0.15885,0.0494082,-0.235415,0.354026,0.0774437,0.0428516,-0.0173595,-0.140536
P22936,-0.0117178,-0.120175,-0.0588294,-0.0957804,0.078708,0.202367,-0.157897,0.00797863,-0.0331095,0.18212,0.0460132,0.0470921,-0.0853981,0.0347609,0.0379679,-0.0975112,-0.0861368,0.0517236,-0.171163,0.240233,0.0679412,0.0229225,0.0136325,-0.0981883
Q08229,-0.0327102,-0.162257,-0.0445846,-0.0818413,0.0946311,0.199421,-0.171787,-0.0182506,-0.0454321,0.232669,0.0716932,0.0691104,-0.104701,0.0328108,0.0362212,-0.0961613,-0.136623,0.0371796,-0.192277,0.285758,0.0709114,0.0279679,-0.0120324,-0.0934576
Q06263,-0.0247418,-0.171597,-0.0678107,-0.0931077,0.0914215,0.250147,-0.174573,0.0102797,-0.022898,0.262129,0.0549069,0.0604915,-0.0880076,0.0302356,0.00835108,-0.100893,-0.139802,0.0541009,-0.206705,0.312273,0.050271,0.0303112,0.0109393,-0.130174
P25344,-0.078565,-0.299056,-0.115038,-0.16329,0.177621,0.425132,-0.339934,-0.00769703,-0.0562706,0.447671,0.150845,0.118516,-0.186677,0.0429582,0.0593981,-0.221723,-0.227633,0.0952769,-0.376119,0.590856,0.107068,0.0242894,0.00626243,-0.207164
P08459,-0.00785146,-0.0863307,-0.0466975,-0.0507225,0.0524732,0.100101,-0.0970734,-0.00192497,-0.00704272,0.124633,0.0223473,0.00790248,-0.0354067,0.0152868,0.0323167,-0.0406274,-0.0412893,0.0113469,-0.0777908,0.136081,0.0355254,0.0155662,-0.00644646,-0.0625474
Q04924,-0.0486765,-0.187838,-0.0846057,-0.104334,0.0840147,0.265993,-0.204723,-0.0200454,-0.0373902,0.242037,0.0733428,0.0553867,-0.113081,0.0190882,0.0112772,-0.100379,-0.11526,0.0787473,-0.22923,0.308075,0.0564514,0.0353733,0.0192567,-0.110623
Q03465,-0.0356209,-0.191543,-0.0754966,-0.102631,0.104147,0.242022,-0.199715,-0.000780497,-0.0203302,0.247014,0.0735591,0.0379855,-0.120394,0.0394044,0.0293486,-0.124081,-0.143972,0.0523344,-0.22345,0.299896,0.0526767,0.0361673,0.00448539,-0.130238
P30656,-0.0477041,-0.227802,-0.0901607,-0.124743,0.12049,0.320256,-0.223657,0.00947648,-0.0497509,0.325139,0.0768461,0.0632878,-0.137866,0.0173297,0.0399896,-0.134548,-0.144299,0.061987,-0.263563,0.396829,0.0692459,0.0176232,-0.00433339,-0.13649
P23638,-0.0744388,-0.265132,-0.0962257,-0.155279,0.141842,0.348985,-0.279527,0.00843825,-0.0479111,0.361993,0.11102,0.0847311,-0.126495,0.0220092,0.0524174,-0.161075,-0.164327,0.0856746,-0.27695,0.467366,0.0998532,0.0265426,-0.016274,-0.189087
P15424,-0.0328885,-0.19578,-0.0860366,-0.116231,0.103171,0.28059,-0.235525,0.0147813,-0.0370843,0.276641,0.0725569,0.054796,-0.117435,0.0113205,0.0185984,-0.152125,-0.130507,0.0776506,-0.257376,0.346389,0.0885634,0.027478,-0.0110779,-0.142893
P21801,-0.0132409,-0.119695,-0.0398931,-0.0973881,0.0952895,0.204602,-0.138191,0.0130644,-0.0184147,0.216407,0.0522194,0.0565969,-0.0979051,0.038501,0.0166875,-0.109663,-0.100402,0.0333289,-0.158924,0.248603,0.0638265,0.0150697,-0.0174149,-0.0764554
Q12270,-0.0588729,-0.289831,-0.106162,-0.171761,0.156763,0.377827,-0.310913,0.0118215,-0.055945,0.375427,0.108376,0.0918348,-0.180505,0.032876,0.0589624,-0.194534,-0.187806,0.0705144,-0.315751,0.492899,0.10042,0.0415167,-0.0102558,-0.206497
P24384,-0.0470716,-0.25021,-0.114401,-0.132026,0.130155,0.35194,-0.286947,-0.0206106,-0.0303056,0.357837,0.0891042,0.0925291,-0.139129,0.0180516,0.0525155,-0.14105,-0.174532,0.0870365,-0.306479,0.439833,0.0994442,0.0459191,-0.0137214,-0.159614
P40567,-0.0333127,-0.246727,-0.0978272,-0.138993,0.153722,0.316026,-0.262256,-0.00540979,-0.0542759,0.341626,0.101086,0.0759715,-0.141689,0.0247722,0.0348488,-0.140195,-0.173758,0.0751025,-0.288837,0.409442,0.107952,0.0433032,0.00615175,-0.162814
P15624,-0.0505477,-0.141229,-0.0583144,-0.0987569,0.0746767,0.184773,-0.135841,0.000276166,-0.0269721,0.219753,0.0481841,0.0282846,-0.0753836,0.0176157,0.0369607,-0.081074,-0.118991,0.0454279,-0.1767,0.242149,0.0472169,0.000943586,0.00325234,-0.0855141
Q04711,-0.0279478,-0.0868627,-0.0427869,-0.0599214,0.0640321,0.115031,-0.100278,0.00297265,-0.0138928,0.113544,0.0386681,0.0269615,-0.023293,0.00389288,-0.00302845,-0.0442017,-0.0543094,0.0435918,-0.108291,0.118796,0.0370903,-0.000952812,0.00525663,-0.0722445
P47025,-0.0459956,-0.18666,-0.0818229,-0.111487,0.108059,0.254091,-0.193217,-0.0137028,-0.0185808,0.27069,0.0844516,0.0767991,-0.128047,0.00941884,0.0371124,-0.119873,-0.144877,0.0543223,-0.212056,0.323595,0.0547917,0.00622627,0.0104103,-0.116545
P38351,-0.0590844,-0.226432,-0.0923965,-0.136286,0.104188,0.289078,-0.203615,-0.0109124,-0.043162,0.305324,0.0984638,0.0477541,-0.104985,0.0224677,0.0371342,-0.145778,-0.170614,0.0610701,-0.25661,0.368685,0.0969117,0.0410417,-0.00813115,-0.134487
P38915,-0.0797369,-0.273575,-0.120674,-0.157439,0.155951,0.376163,-0.31047,-0.00543482,-0.0572931,0.377392,0.099995,0.10357,-0.170172,0.0388501,0.0634664,-0.164496,-0.211791,0.0935225,-0.323209,0.472982,0.107273,0.0241445,-0.0138506,-0.168459
P40101,-0.0355201,-0.087212,-0.0577184,-0.0596091,0.0445195,0.141701,-0.127231,-0.000355989,-0.0199573,0.165777,0.0365349,0.0474931,-0.0796033,0.00220099,0.0136828,-0.0735979,-0.0819941,0.0429409,-0.105191,0.189219,0.0587085,0.0219793,-0.00564863,-0.0815716
P33339,-0.0396928,-0.177329,-0.0558325,-0.111708,0.0956395,0.264389,-0.207864,-0.00266195,-0.0238123,0.231565,0.0631655,0.0449015,-0.0837849,0.0147401,0.0203693,-0.107254,-0.144742,0.0557403,-0.21853,0.299587,0.0609304,0.0378098,0.013837,-0.137444
P46678,-0.0106271,-0.106952,-0.0316945,-0.0794563,0.0433448,0.170571,-0.12498,-0.0159212,-0.0135701,0.172779,0.0344105,0.0166005,-0.0609,-0.000849616,0.0184368,-0.0535464,-0.0812138,0.0247926,-0.136454,0.191691,0.0437632,-0.00284005,0.00838907,-0.0633981
P13393,-0.0864101,-0.299643,-0.117107,-0.190451,0.183794,0.446115,-0.331056,-0.0158485,-0.0548528,0.451114,0.147131,0.101836,-0.174898,0.0432882,0.0350388,-0.224262,-0.238204,0.0931324,-0.355723,0.565815,0.117489,0.0493,-0.0126115,-0.209929
P0CE93,-0.0141979,-0.0651933,-0.0390031,-0.03782,0.017401,0.092632,-0.0559803,-0.0120277,-0.0166444,0.106931,0.0392046,0.0186801,-0.0543517,-0.00983203,0.0139744,-0.0539433,-0.0400036,0.00585862,-0.0958939,0.107805,0.0152301,0.00407453,-0.0161321,-0.0530176
P36173,-0.0384187,-0.0819398,-0.0399951,-0.0499351,0.0336401,0.107537,-0.0904331,0.0111328,-0.0362214,0.116272,0.0565815,0.0280068,-0.0466726,0.0217582,0.000973952,-0.0646418,-0.0726062,0.021197,-0.108415,0.155457,0.0258859,-0.00230618,0.0179824,-0.0588293
Q05905,-0.0456925,-0.119797,-0.065672,-0.0849713,0.0886206,0.159304,-0.119565,-0.00198724,-0.0431103,0.17101,0.072595,0.0585905,-0.0878821,0.0150696,0.0176263,-0.0877622,-0.0957722,0.043126,-0.131385,0.224582,0.0647892,-0.00237066,0.0197926,-0.0791125
P47116,-0.131416,-0.49977,-0.196237,-0.285264,0.289906,0.704905,-0.569928,-0.0184648,-0.101362,0.758225,0.236443,0.164841,-0.291432,0.0600857,0.0728269,-0.325512,-0.382903,0.167734,-0.629794,0.920792,0.197249,0.0820094,0.0170057,-0.350178
P53739,-0.0323681,-0.145065,-0.0747453,-0.105284,0.107247,0.203895,-0.155111,-0.0235029,-0.0414817,0.235226,0.0691559,0.0590407,-0.0882145,0.0282511,0.0255285,-0.11451,-0.116173,0.0344761,-0.200173,0.289427,0.0488886,0.0120231,0.0160853,-0.123866
P32904,-0.0228487,-0.146124,-0.0475705,-0.0658204,0.0884709,0.22916,-0.156655,-0.0170825,-0.0441043,0.202351,0.0784054,0.0528563,-0.0840475,0.0262206,0.028274,-0.0845248,-0.118626,0.0584147,-0.166136,0.255881,0.0435131,-0.00073618,-0.0155394,-0.120424
P0CE85,0.00133667,-0.0899916,-0.0465907,-0.0495953,0.025646,0.116979,-0.0911131,-0.00389083,-0.00453574,0.0901888,0.0163676,0.00724553,-0.0289032,0.0205933,0.0108421,-0.0499718,-0.056141,0.0134862,-0.0665961,0.136084,0.0324179,0.00326778,-0.0174043,-0.067205
Q02457,-0.0291754,-0.177681,-0.0839695,-0.0926766,0.122233,0.25512,-0.203052,0.00293343,-0.0347854,0.259214,0.0611636,0.0542167,-0.0933986,0.0422723,0.0320234,-0.137676,-0.153576,0.0689627,-0.206286,0.306822,0.0592493,0.00642223,0.0204751,-0.108936
Q08162,-0.0592343,-0.200944,-0.0697309,-0.123316,0.126847,0.265645,-0.207957,0.0106261,-0.0264203,0.289267,0.0767982,0.0438016,-0.113413,0.0474424,0.015534,-0.125822,-0.153633,0.0665547,-0.235683,0.336369,0.0596287,0.0473451,0.0145131,-0.143965
Q08923,-0.0306563,-0.178991,-0.0766868,-0.104979,0.0867907,0.23236,-0.182823,-0.0233342,-0.0328515,0.258679,0.0961526,0.0484836,-0.100263,0.00353441,0.00733778,-0.100203,-0.131901,0.0469498,-0.211432,0.331393,0.0849862,0.041136,0.00983982,-0.120057
P32494,-0.044909,-0.195788,-0.0936009,-0.107288,0.101925,0.295313,-0.227037,-0.000740099,-0.0368023,0.294794,0.0733392,0.05978,-0.119451,0.0472535,0.0354871,-0.119229,-0.133016,0.0554863,-0.240788,0.351421,0.0923961,0.0407181,-0.0117049,-0.136528
P21954,-0.0362584,-0.13997,-0.0693444,-0.0957484,0.0785793,0.207995,-0.181202,-0.00102293,-0.00939015,0.226258,0.0565875,0.029982,-0.074223,0.00698129,0.0102088,-0.0867977,-0.102389,0.0319541,-0.171077,0.295158,0.0526474,0.0193479,-0.0146797,-0.0995139
P18899,-0.0462137,-0.158382,-0.0816092,-0.0991726,0.101915,0.203306,-0.180431,-0.0221117,-0.0336023,0.245158,0.0698978,0.045071,-0.0894286,0.00700051,0.0141195,-0.121245,-0.111068,0.0600256,-0.191615,0.286462,0.0551238,0.0131323,-0.0174947,-0.12204
Q02199,-0.0487162,-0.207784,-0.0851465,-0.097111,0.112535,0.277697,-0.205347,-0.00852796,-0.0288022,0.30035,0.107271,0.0623074,-0.107337,0.029356,0.0392589,-0.115035,-0.164387,0.045738,-0.253615,0.358167,0.0922292,0.0285342,-0.00660257,-0.134666
P23639,-0.0337528,-0.180583,-0.0828878,-0.116851,0.0928398,0.264647,-0.216273,-0.0087494,-0.0287673,0.243993,0.095691,0.0429555,-0.120872,0.0220893,0.0383052,-0.0995821,-0.119852,0.0558808,-0.209325,0.309729,0.057577,0.0241607,-7.63435e-05,-0.141432
P47033,-0.0160894,-0.0794549,-0.0556049,-0.0743736,0.0633435,0.14355,-0.109446,0.00706631,-0.0174233,0.127308,0.0254905,0.0252742,-0.0498921,0.0304084,0.0275919,-0.0561383,-0.0849279,0.0384857,-0.11672,0.168978,0.0187667,0.00314025,-0.0149018,-0.0536223
P33302,-0.0584695,-0.236897,-0.0878515,-0.135037,0.140859,0.357557,-0.267432,-0.0239521,-0.0653744,0.343328,0.128455,0.0816041,-0.157526,0.0145689,0.0340301,-0.165565,-0.16916,0.0840731,-0.28809,0.428942,0.106949,0.0287686,0.0218417,-0.154687
Q3E7Y5,-0.0277683,-0.0861331,-0.0331428,-0.0483347,0.0518888,0.113759,-0.079006,-0.0030146,-0.000464499,0.114715,0.0510666,0.0456574,-0.0545185,0.00265359,0.00164782,-0.0612433,-0.0722701,0.0353573,-0.0973124,0.160205,0.0440793,0.0281844,-0.0150026,-0.0665948
P47083,-0.043442,-0.217583,-0.0836021,-0.150716,0.132521,0.333324,-0.243232,0.0136329,-0.0378524,0.327443,0.0960085,0.0898453,-0.12381,0.0375629,0.0548481,-0.157993,-0.17999,0.058928,-0.267068,0.406982,0.11294,0.0158741,0.011381,-0.156095
Q3E731,-0.0109527,-0.117827,-0.0467549,-0.0458815,0.0604132,0.152424,-0.11809,-0.0150972,-0.0409761,0.147854,0.0646505,0.0333228,-0.0832232,0.0257472,0.0143269,-0.0925477,-0.0909814,0.0503082,-0.13264,0.210825,0.0384796,0.0184273,-0.000964058,-0.0708047
P20604,-0.0794318,-0.277513,-0.0976462,-0.166743,0.166844,0.390923,-0.284169,-0.0234346,-0.0327669,0.393991,0.122033,0.0775931,-0.145962,0.0297834,0.0634651,-0.169038,-0.190273,0.0781485,-0.335659,0.505495,0.126393,0.0256225,0.0101733,-0.174689
