gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24,dim25,dim26,dim27,dim28,dim29,dim30,dim31,dim32,dim33,dim34,dim35,dim36,dim37,dim38,dim39,dim40,dim41,dim42,dim43,dim44,dim45,dim46,dim47,dim48,dim49,dim50,dim51,dim52,dim53,dim54,dim55,dim56,dim57,dim58,dim59,dim60,dim61,dim62,dim63,dim64,dim65,dim66,dim67,dim68,dim69,dim70,dim71,dim72,dim73,dim74,dim75,dim76,dim77,dim78,dim79,dim80,dim81,dim82,dim83,dim84,dim85,dim86,dim87,dim88,dim89,dim90,dim91,dim92,dim93,dim94,dim95,dim96,dim97,dim98,dim99,dim100,dim101,dim102,dim103,dim104,dim105,dim106,dim107,dim108,dim109,dim110,dim111,dim112,dim113,dim114,dim115,dim116,dim117,dim118,dim119,dim120,dim121,dim122,dim123,dim124,dim125,dim126,dim127,dim128
O74756,-0.00925944,0.00157148,-0.00596372,-0.00338432,-0.000660333,-0.00212427,-0.0126269,0.00446528,0.00321585,-0.0117309,-0.00298456,-0.00602433,-0.022377,0.00355909,-0.000257418,0.00737389,0.0278818,-0.0171587,0.032908,0.00949528,0.00169862,0.0196239,0.00640596,-0.0064907,-0.00741591,-0.00886716,0.0198261,0.0125151,0.00487011,0.00621277,0.0191038,-0.0073147,0.0151786,0.000390417,0.0174996,0.0165935,-0.0127727,-0.0110526,0.012773,-0.0305324,-0.0143036,0.0329869,0.000689427,0.00156803,0.0120111,-0.000692043,0.00645567,0.00704056,-0.00692358,-0.0154718,-0.00886923,-0.031338,0.00915247,-0.0189382,0.000264038,-0.00557316,-0.000270484,0.00166835,-0.00620414,-0.00952106,-0.0140342,-0.00654771,0.0201173,0.0201572,-0.00262476,0.0134753,0.0184024,0.0319031,0.00167708,-0.0171047,0.0186322,0.0328337,-0.016081,0.0263037,-0.00291301,0.0150192,-0.0055623,0.0171135,0.00377414,0.00803947,-0.00451626,-0.0122959,0.0118563,0.0205484,0.046558,0.00750927,-0.0171729,-0.00221376,0.0155452,0.00653134,-0.0062553,-0.0199991,0.00693713,-0.0167456,0.0109096,0.0167839,0.0165599,0.0154952,-0.0155959,-0.0382328,-0.0201925,-0.00557853,0.000872799,0.00275428,0.0158653,0.00396651,-0.000856596,-0.007706,-0.0287704,0.00499091,-0.0198037,0.00269593,-0.000334848,-0.00403733,0.00791945,-0.0194934,-0.0235094,0.0282207,0.0136448,-0.0216122,-0.00967742,0.0139563,-0.0240747,0.0259038,-0.00339695,-0.00104119,-0.000725736,-0.00825042
P28706,-0.0152943,-0.00240064,-0.0110682,-0.00244258,-0.00756874,-0.00879094,-0.0303233,0.0125592,0.00578529,-0.0164196,-0.00321816,-0.00800403,-0.0389286,0.0110741,0.000338496,0.01883,0.0445303,-0.0242382,0.0522515,0.010527,0.0109898,0.0282475,0.00823521,-0.00505617,-0.00490151,-0.0136381,0.0414094,0.0206167,0.00320347,0.0163939,0.0421326,-0.00930434,0.0185439,0.00929234,0.0295159,0.0376112,-0.0252667,-0.0213756,0.0243984,-0.058995,-0.0189314,0.0561643,0.00423725,-0.00205691,0.0308087,0.00190137,0.0142009,0.0045333,-0.0175719,-0.0244803,-0.0200436,-0.0534971,0.0106662,-0.027974,-0.00399987,-0.00942784,-0.00067563,0.000466513,-0.0186271,-0.0196384,-0.0210326,-0.011619,0.0299299,0.0312516,-0.00758429,0.0277686,0.0322394,0.0596394,0.00679389,-0.0245494,0.0379311,0.0509867,-0.0241252,0.0517632,0.000230621,0.0291111,-0.00314376,0.0272915,0.00994048,0.0234548,-0.00656927,-0.0186752,0.0118986,0.0395767,0.0798628,0.00947935,-0.0347659,-0.0103981,0.030549,0.019314,-0.00802484,-0.027353,0.00892147,-0.0332285,0.0214742,0.0288623,0.0270412,0.0336438,-0.0295099,-0.0681513,-0.0330652,-0.00972369,0.0013522,-0.0015577,0.0281161,0.0162602,-0.00672833,-0.0174459,-0.0469543,0.0161225,-0.035207,0.00652034,0.00275843,-0.00859497,0.0134617,-0.0258227,-0.0496118,0.0543274,0.0243584,-0.0382877,-0.012372,0.034235,-0.0411257,0.0395953,-0.00530638,-0.00118718,-0.000462732,-0.0162794
Q6BDR8,-0.0240432,-0.00524475,-0.0213798,-0.00865064,-0.014278,-0.0223505,-0.0539015,0.0187152,0.00136048,-0.0373519,0.00182478,-0.0136546,-0.0728836,0.0194095,-0.00391037,0.0312873,0.0836959,-0.0489229,0.106401,0.0212568,0.0155766,0.0532225,0.0165677,-0.00834473,-0.01018,-0.0273803,0.0774005,0.0432218,0.0130809,0.0363025,0.0746117,-0.0182489,0.0378644,0.0115665,0.0623951,0.0653407,-0.0515348,-0.0405333,0.0413498,-0.10694,-0.0346463,0.106034,0.00591704,-0.00780536,0.0508394,0.0077679,0.0293732,0.0171527,-0.033868,-0.0563633,-0.0443329,-0.104028,0.0167187,-0.0547487,-0.00157468,-0.0257148,-0.00106034,-0.00534286,-0.0386755,-0.0493777,-0.0383949,-0.0213632,0.0589827,0.0582194,-0.015734,0.0515947,0.0638585,0.115075,0.00958555,-0.048348,0.0737367,0.104427,-0.0507661,0.103689,-0.00504152,0.0487382,-0.00749833,0.0427133,0.0156853,0.0421036,-0.0117399,-0.0290868,0.0267717,0.072621,0.149344,0.0187659,-0.0666517,-0.0196966,0.0543227,0.0336034,-0.00811911,-0.0609473,0.0134723,-0.0600115,0.0491916,0.0484572,0.0528879,0.0623331,-0.0547221,-0.124778,-0.0615693,-0.015002,0.00210346,-0.000778172,0.0522123,0.0274401,-0.00889101,-0.0285168,-0.0959938,0.0303706,-0.0724323,0.00368715,0.00597226,-0.0153021,0.0169753,-0.0570366,-0.0920216,0.10481,0.0487855,-0.0757628,-0.0206706,0.0554485,-0.0785419,0.0777793,-0.0046487,4.30423e-05,-0.00561741,-0.0243103
O74398,-0.0192849,-7.4429e-06,-0.0127241,-0.00277446,-0.00871294,-0.0187121,-0.0473521,0.0114818,0.00515059,-0.0335767,-0.00170403,-0.0130722,-0.0578369,0.0194769,-0.00279527,0.0267674,0.0732001,-0.0475066,0.0857669,0.0196939,0.012233,0.0462858,0.0109555,-0.00442546,-0.0150903,-0.0182218,0.067604,0.040576,0.0120818,0.0267734,0.0691396,-0.0183128,0.0355868,0.0122726,0.052081,0.0588237,-0.0413986,-0.0358009,0.0368862,-0.0963924,-0.0283154,0.0913629,0.00779478,-0.0111161,0.0458426,0.0101335,0.0251625,0.0102561,-0.0254145,-0.0494086,-0.0377983,-0.0907531,0.0167214,-0.0434003,-0.00537379,-0.0208889,0.000204716,-0.0046313,-0.0319453,-0.0407726,-0.0355095,-0.0175188,0.0534073,0.0493463,-0.013551,0.0459011,0.0564647,0.0996529,0.00999964,-0.0408869,0.0609202,0.0882454,-0.0438619,0.0875561,0.00232579,0.0384722,-0.00625475,0.0428932,0.0157216,0.0376421,-0.00429243,-0.0298351,0.0224444,0.0630251,0.124554,0.0150594,-0.0578981,-0.0140302,0.0491069,0.0255021,-0.0119854,-0.0503198,0.00880025,-0.0517567,0.0438716,0.0458019,0.0451681,0.0481099,-0.0427753,-0.109222,-0.0571894,-0.0123958,0.00404977,0.00526364,0.0393398,0.0185367,-0.00497332,-0.0219933,-0.0816809,0.0258979,-0.0583347,0.00543239,0.00189829,-0.0154493,0.0184392,-0.0443596,-0.0804249,0.0913789,0.0383696,-0.0594378,-0.0175872,0.0537302,-0.0682208,0.068403,-0.00646409,0.00113566,-0.000426988,-0.0214891
O36016,-0.0142721,-4.606e-05,-0.0111512,-0.0030687,-0.00920047,-0.0104016,-0.0280815,0.00473805,0.00402417,-0.0183533,0.000690475,-0.00751732,-0.0379835,0.0129827,0.000356819,0.0143559,0.0456317,-0.0296044,0.0572629,0.0126774,0.0120644,0.0324452,0.00824813,-0.00302083,-0.0105676,-0.0155185,0.0463571,0.0253045,0.00435881,0.0167563,0.0392514,-0.012701,0.0231352,0.00682172,0.0286673,0.036609,-0.028131,-0.023412,0.0210748,-0.0622466,-0.0203201,0.0554377,0.00657228,-0.00746124,0.0280981,0.00273434,0.0142503,0.0104487,-0.0206934,-0.0319393,-0.023411,-0.0577973,0.0118832,-0.0328683,0.000716127,-0.0107755,-0.00230721,0.0016172,-0.0203443,-0.0250881,-0.0206083,-0.0139277,0.0358898,0.0296341,-0.00999835,0.0242055,0.0380175,0.0660045,0.00407317,-0.0292568,0.0411392,0.0564915,-0.026098,0.0588073,0.00305693,0.0293497,-0.00224647,0.0265034,0.0120764,0.0228333,-0.00911033,-0.0198425,0.0111311,0.0355404,0.0836797,0.00425649,-0.0362395,-0.0104219,0.0282697,0.0153031,-0.0100568,-0.0315511,0.00954096,-0.0336807,0.0228848,0.0284498,0.024375,0.0356244,-0.0311553,-0.0646122,-0.0341381,-0.00460909,-0.00182075,7.39374e-05,0.0246151,0.0135928,-0.00460547,-0.013285,-0.0510528,0.0157213,-0.0358773,0.000370362,0.0033565,-0.00599766,0.00619391,-0.0268047,-0.0467072,0.0553563,0.0296497,-0.0435628,-0.00809228,0.0349335,-0.0374851,0.0399103,-0.00514553,-0.00247798,-0.000592258,-0.0143324
Q9UUG5,-0.00582742,1.60476e-05,-0.00355487,-0.00271573,-0.00522648,-0.00789564,-0.0150918,0.00756367,0.00505154,-0.00754587,0.00282808,-0.00490506,-0.0237177,0.0102525,-0.000934655,0.0082196,0.0238254,-0.0150768,0.0321024,0.00782948,0.0084327,0.0179566,0.00700997,0.00026016,-0.00376492,-0.0101977,0.0284939,0.01351,0.00765288,0.0135898,0.0233576,-0.00399586,0.0100978,0.00112873,0.0204948,0.0184163,-0.013964,-0.0095559,0.014102,-0.0308848,-0.0140898,0.0326031,0.00651704,-0.00426878,0.0189899,0.00493503,0.00692434,0.00148902,-0.00971003,-0.0184398,-0.0148562,-0.0349081,0.00406598,-0.0160107,-0.00243472,-0.00851433,0.00190155,-0.00175667,-0.0090697,-0.0107461,-0.0108219,-0.0114406,0.0190143,0.0218988,-0.00393277,0.0196874,0.0212236,0.0368966,0.00441136,-0.0126743,0.0197932,0.0301166,-0.0170201,0.0357868,-0.00136543,0.0175552,-0.00116958,0.0117877,0.00494436,0.015799,-0.00147924,-0.00844028,0.0105565,0.0252809,0.0438242,0.00542005,-0.0222782,-0.00582857,0.0159599,0.0114719,-0.00595291,-0.018596,0.00551104,-0.0152738,0.0131902,0.0189403,0.0140151,0.0224692,-0.0181522,-0.0395927,-0.0185284,-0.00627248,0.00269691,0.00373722,0.015802,0.00679249,-0.000109011,-0.00859144,-0.0334744,0.00695404,-0.0252142,0.00298036,0.000780993,-0.00378772,0.00549784,-0.0197231,-0.0318137,0.0305578,0.0165342,-0.0219388,-0.00779269,0.0220937,-0.0240627,0.0250824,-0.00571884,-0.00356612,0.00255035,-0.012286
O14077,-0.00570147,-0.00420669,-0.0069585,-0.00522065,-0.00644765,-0.00678291,-0.016682,0.00105386,0.00213816,-0.0129946,0.00370614,-0.00327359,-0.0223607,0.00902895,-0.00308895,0.00456261,0.0253128,-0.0168494,0.0267383,0.0035808,0.00616593,0.0172719,0.00418973,-0.000692234,-0.00387666,-0.00332522,0.0250569,0.0143967,0.00511114,0.00526378,0.0191648,-0.0067696,0.0142013,0.000967085,0.018936,0.0193472,-0.0148433,-0.00785022,0.00763725,-0.0246939,-0.0137773,0.0313648,0.000325747,-0.00058431,0.0129708,0.00338089,0.0091106,0.00632754,-0.0121808,-0.0124516,-0.00999306,-0.03055,0.0023687,-0.0150623,0.00344659,-0.00418553,-0.00314614,-0.00303131,-0.0134253,-0.0126458,-0.0103667,-0.00385006,0.0126489,0.0136247,-0.0047283,0.0131065,0.0197578,0.0291669,0.00418161,-0.0142019,0.0176506,0.0265532,-0.0155301,0.031005,-0.00135574,0.015315,-0.00334205,0.0153264,0.0057508,0.0130454,-0.00397886,-0.0129213,0.0041607,0.0203807,0.0421874,0.00137572,-0.0199048,-0.00631414,0.0134468,0.00678801,-0.00393359,-0.0180165,0.00261361,-0.012013,0.0128222,0.0122074,0.00905328,0.0197563,-0.0139631,-0.0348482,-0.019631,-0.00461161,-0.000443784,-0.000521561,0.016983,0.00346088,-0.00412639,-0.00809708,-0.0273912,0.0108781,-0.0177544,-0.00170941,-0.000645646,-0.00466411,0.00279865,-0.0189474,-0.02313,0.0253173,0.0117366,-0.0205824,-0.00827635,0.0141864,-0.0222553,0.0237902,-0.00125976,0.00286956,0.000543962,-0.00757988
Q10281,-0.0102234,0.00112949,-0.00446174,0.00128297,-0.00235984,-0.00604336,-0.018683,0.00552315,0.000115186,-0.0150618,-0.000271321,-0.00237666,-0.0252544,0.00572153,-0.00255329,0.01103,0.0243419,-0.0138331,0.0323916,0.00542496,0.00973805,0.0199435,0.000742829,-0.000232892,-0.00468047,-0.00978149,0.0226101,0.018332,0.00296947,0.00766842,0.0291014,-0.00747448,0.0121646,0.00721446,0.0225232,0.0193373,-0.0198387,-0.0127008,0.0172717,-0.0393278,-0.0103848,0.0348197,0.00595646,-0.00367689,0.0207798,0.00392346,0.00801629,0.00562534,-0.0136991,-0.0198206,-0.0166026,-0.0353635,0.00314621,-0.0169558,-0.00206576,-0.00595909,-0.000866164,0.000108437,-0.0153829,-0.0146093,-0.0166807,-0.00926423,0.0224402,0.0237358,-0.00267529,0.0143827,0.0203663,0.04262,0.00293961,-0.0182497,0.02271,0.0318049,-0.0133401,0.036361,-0.00136676,0.0189999,-0.00247223,0.016421,0.00711317,0.0117342,0.000577581,-0.0142753,0.00985964,0.0202598,0.0500164,0.00717196,-0.0187775,-0.00726096,0.019921,0.0134248,-0.00752502,-0.022388,1.94983e-05,-0.0219693,0.016566,0.0186877,0.0139008,0.0173878,-0.0209617,-0.0448484,-0.0237766,-0.00779601,0.000521007,0.00414335,0.0171763,0.00578251,-0.00371659,-0.00986178,-0.0297804,0.0071334,-0.0273719,0.00284746,0.0021721,-0.00400198,0.00555607,-0.0208169,-0.0318967,0.0337028,0.0155871,-0.0250287,-0.00493604,0.0212948,-0.027469,0.0245073,-0.00541942,-0.00392991,-0.0020618,-0.00865014
P07334,-0.00440581,0.00180541,-0.00338034,-0.00146451,-0.00289839,-0.002264,-0.0122789,0.00111946,-0.00103003,-0.0124434,-0.000307441,-0.00596335,-0.0204334,0.00349891,0.00077067,0.00974157,0.0241656,-0.0153828,0.029754,0.00416877,0.00134136,0.0184707,0.000511548,0.000236442,-0.000614974,-0.00768592,0.018251,0.00817921,0.00612872,0.00587225,0.02222,-0.00447245,0.012036,-0.000109648,0.0194659,0.0155865,-0.0156685,-0.00900556,0.00803399,-0.0303853,-0.00912053,0.0307165,-0.000457007,0.00103258,0.0156341,-0.000331526,0.0121464,0.00308972,-0.00671926,-0.0135869,-0.0148994,-0.0299379,0.00684546,-0.013884,-0.000922699,-0.00714364,0.00221274,0.00173402,-0.00826345,-0.00820636,-0.0122169,-0.0104554,0.0177557,0.0198743,-0.00408053,0.0144482,0.016579,0.0276063,-0.00080927,-0.015694,0.0178618,0.029876,-0.0120337,0.0293426,-0.00172507,0.0095072,-0.00622683,0.00959818,0.00607588,0.0141038,-0.00448532,-0.00853162,0.00718982,0.0200687,0.0360668,0.00177582,-0.0137963,-0.00668056,0.0136646,0.00678981,-0.00604356,-0.0124155,0.00235679,-0.0128473,0.0154793,0.0121698,0.0119243,0.013636,-0.0141291,-0.0332283,-0.0193074,-0.00350496,-0.000563888,0.00480775,0.01492,0.00671087,-0.000991019,-0.0106937,-0.0228015,0.0105293,-0.0217997,0.00323355,0.00261661,-0.00425801,0.00777497,-0.0130573,-0.0272259,0.0308605,0.0170411,-0.0211915,-0.00667896,0.0122497,-0.0208494,0.017571,5.65784e-05,-0.00143879,-0.00367093,-0.00764527
O14157,-0.0189487,0.00215901,-0.0157643,-0.000653881,-0.0117598,-0.0116921,-0.0465603,0.0152104,0.00383912,-0.0265564,0.000901206,-0.0115202,-0.0567576,0.0128002,-0.00706191,0.0245381,0.0643398,-0.0384499,0.0827342,0.0156509,0.0160188,0.0459825,0.0142121,-0.00889081,-0.0109649,-0.0237577,0.0602618,0.0304645,0.00834586,0.0285877,0.0599007,-0.0121178,0.0305063,0.00693302,0.043524,0.0488948,-0.0437649,-0.0275141,0.0289695,-0.0862004,-0.0302673,0.0830875,0.00793317,-0.00666269,0.0432997,0.00683748,0.0255087,0.0100355,-0.0261424,-0.0449615,-0.0315071,-0.0789633,0.0121359,-0.0433381,-0.00515483,-0.017312,-0.00332354,-0.00233645,-0.027086,-0.0308909,-0.0337663,-0.0183752,0.0472506,0.0487604,-0.0127658,0.0389139,0.0446488,0.0870329,0.0105068,-0.0374958,0.0541333,0.0775036,-0.0329191,0.0796095,0.00165777,0.0361149,-0.0058599,0.0371252,0.0100555,0.0323066,-0.00778744,-0.0266986,0.0195276,0.0553339,0.115242,0.0101302,-0.0461446,-0.0162947,0.0462364,0.0284794,-0.00806079,-0.0486582,0.0119602,-0.0436845,0.039844,0.0344658,0.0416472,0.0489537,-0.0376569,-0.0952986,-0.0532774,-0.00851782,-0.00239189,-0.00104051,0.0360607,0.0158208,-0.00701565,-0.0230627,-0.0761213,0.0252956,-0.0582937,0.00367643,0.00631286,-0.0113411,0.0181741,-0.0410804,-0.0714258,0.0797815,0.0378222,-0.0570287,-0.0195218,0.0426014,-0.0581498,0.0632068,-0.00946126,0.000303629,-0.00162811,-0.0216646
O74472,-0.0079703,0.000210015,-0.00917047,-0.00179134,-0.00748103,-0.00653816,-0.0278722,0.00476698,0.00460592,-0.013992,-0.00337761,-0.00451874,-0.0340728,0.0135755,-0.00539148,0.0132416,0.0374602,-0.0247517,0.0483664,0.0111203,0.00593649,0.0220848,0.00734977,-0.0027898,-0.00422914,-0.00985495,0.0343727,0.017551,0.00384416,0.0185409,0.0326463,-0.00900751,0.0166214,0.00185359,0.0253935,0.0335019,-0.0278728,-0.0220582,0.0182752,-0.050394,-0.0147584,0.0518179,0.00609288,-0.00741483,0.0235762,0.00664576,0.0121687,0.00586065,-0.0150761,-0.0279434,-0.0233799,-0.0511294,0.00464371,-0.0268595,-0.00127801,-0.0136904,-0.00197404,-0.00538412,-0.0160501,-0.0248762,-0.0198268,-0.00895947,0.0299602,0.0272323,-0.00871676,0.0201026,0.0256697,0.0531302,0.00658392,-0.0218322,0.0314177,0.0453711,-0.0261895,0.0490419,0.000601894,0.0192369,-0.0081135,0.0198524,0.0119265,0.0153958,-0.00305844,-0.0142761,0.0135399,0.0316233,0.0694095,0.0044411,-0.0300263,-0.00642176,0.0259552,0.0182547,-0.00319742,-0.0250519,0.00539152,-0.0254498,0.0198653,0.0270168,0.0200339,0.0263064,-0.0271261,-0.0538508,-0.0320228,-0.00696651,0.00228426,-0.00124907,0.0223202,0.00958701,-0.00260314,-0.0129827,-0.0411317,0.016159,-0.0331278,0.00345935,0.00402513,-0.0113112,0.00941019,-0.0275112,-0.0424432,0.050683,0.0234138,-0.0325846,-0.00686854,0.0269725,-0.033479,0.033972,-0.00741853,0.00106393,-0.00355455,-0.016227
P10505,-0.0143069,-0.00151535,-0.0134736,-0.0080157,-0.00871667,-0.0185533,-0.0413862,0.0142537,0.00075358,-0.0284397,0.00122628,-0.011655,-0.0498523,0.013679,-0.0047052,0.0280242,0.0633226,-0.036693,0.0811764,0.0221136,0.0125334,0.0386842,0.0117314,-0.00998049,-0.0127207,-0.0166985,0.0576138,0.0301474,0.0092308,0.0267909,0.0607522,-0.0134903,0.0276592,0.00590347,0.0425629,0.0514136,-0.0360269,-0.0345415,0.0308156,-0.0820603,-0.0238723,0.0796441,0.00344553,-0.00690322,0.0442595,0.00895834,0.0290313,0.0135265,-0.0217106,-0.0445604,-0.0292,-0.0837888,0.0118813,-0.0394034,-0.00471286,-0.0231293,1.99362e-05,-0.000222741,-0.0273911,-0.0375253,-0.026706,-0.0220207,0.0423522,0.0438379,-0.0117715,0.0349965,0.0479867,0.0868064,0.00920528,-0.0361963,0.055891,0.081122,-0.0403609,0.0779758,-0.000839686,0.0340519,-0.00805597,0.0332981,0.0141356,0.0309148,-0.00773555,-0.0269181,0.0184723,0.0548234,0.115756,0.0085056,-0.0523977,-0.0113675,0.0426903,0.0275719,-0.00887382,-0.0468884,0.00974593,-0.043478,0.0345801,0.0349135,0.0404017,0.0461237,-0.0425462,-0.091944,-0.0525957,-0.0141503,0.000210797,0.0043314,0.0379122,0.0183137,-0.00572787,-0.0201897,-0.0705937,0.0223625,-0.0574175,0.00474863,0.00188603,-0.0134214,0.0159728,-0.0400416,-0.0678208,0.0845507,0.0378365,-0.0565327,-0.0166616,0.0436297,-0.0583316,0.0644503,-0.00462125,-0.000232048,0.000315104,-0.0171559
P18296,-0.0191112,-0.000533823,-0.0178098,-0.00916709,-0.0115388,-0.0175377,-0.0586225,0.017027,0.00595065,-0.0375302,-0.00225276,-0.0125987,-0.0652656,0.0221065,-0.00356647,0.0297493,0.0783033,-0.0517179,0.103546,0.0234778,0.0212985,0.0580202,0.0127127,-0.0116454,-0.0126785,-0.0244017,0.0713202,0.0429407,0.0154687,0.0352366,0.0797005,-0.0143416,0.0407018,0.00952948,0.0563256,0.0651323,-0.0549539,-0.0377338,0.0367821,-0.105144,-0.0333998,0.0982274,0.00768616,-0.00739836,0.0535962,0.00542297,0.0354513,0.0107464,-0.0342989,-0.055578,-0.0448,-0.106943,0.0199557,-0.0526962,-0.0020679,-0.0225553,-0.00182902,0.000185659,-0.034432,-0.0428222,-0.035165,-0.0266231,0.0621035,0.056176,-0.0170813,0.0516329,0.0617087,0.110077,0.00636466,-0.0504769,0.0682468,0.0991903,-0.0460795,0.100582,0.000285263,0.0455425,-0.0123724,0.0454318,0.0189233,0.042227,-0.0117259,-0.0289092,0.0244756,0.0709459,0.141178,0.013736,-0.0593167,-0.0209504,0.0578516,0.0338763,-0.0152725,-0.0588282,0.0105775,-0.0576282,0.0429037,0.0485973,0.0503782,0.0591276,-0.0484678,-0.121415,-0.0595632,-0.0123794,-0.00197251,0.00670326,0.048974,0.0222593,-0.00927929,-0.029,-0.091335,0.0333024,-0.069478,0.00499963,0.00686715,-0.0159873,0.0189919,-0.0569822,-0.0894192,0.106292,0.0505327,-0.0740186,-0.0221582,0.0582893,-0.0769735,0.0795862,-0.00960777,-0.00396761,-0.00209155,-0.0288214
P52890,-0.0239408,-0.0038455,-0.015494,-0.00207342,-0.00951314,-0.0145409,-0.0477021,0.0178588,0.00113536,-0.0339552,-0.0010674,-0.0136627,-0.0605341,0.0156434,-0.00594348,0.0311833,0.0728041,-0.0451436,0.0904688,0.022362,0.0201797,0.0454534,0.0114305,-0.00757755,-0.0116095,-0.0256796,0.0646408,0.0368197,0.0153785,0.0295822,0.0682754,-0.0164552,0.033602,0.00857925,0.0484301,0.0586703,-0.0440744,-0.0340385,0.0365906,-0.0947381,-0.0293016,0.0876035,0.00349025,-0.00992447,0.0469998,0.00916678,0.0305805,0.0157814,-0.0250486,-0.0446514,-0.0337837,-0.0913815,0.0114592,-0.0434549,-0.0017556,-0.0258177,-0.00337742,-0.00454803,-0.0330817,-0.0378395,-0.0303478,-0.0234234,0.0522048,0.0555258,-0.0156724,0.0443218,0.054846,0.100702,0.00727799,-0.0406562,0.0628078,0.0889502,-0.0455274,0.0915321,-0.00411343,0.0439594,-0.0106947,0.0364839,0.0124723,0.0363457,-0.0103945,-0.0304786,0.024799,0.063612,0.125971,0.0106137,-0.0595239,-0.0124816,0.0509917,0.0260354,-0.0117974,-0.0528868,0.0106374,-0.0530924,0.0440945,0.0416842,0.0392276,0.0505265,-0.0500193,-0.110344,-0.0589393,-0.0113807,-6.02284e-05,0.0052744,0.0445968,0.0205428,-0.010408,-0.0246544,-0.0802648,0.028524,-0.0612432,0.00322443,0.0033412,-0.0170386,0.0157684,-0.0497091,-0.0801532,0.0955867,0.0421544,-0.0630926,-0.0187488,0.0476586,-0.0645225,0.0694356,-0.0101193,0.00010592,-0.00517519,-0.0209355
Q10109,-0.0177162,0.000506831,-0.0112696,-0.00711938,-0.00354054,-0.0139284,-0.0369311,0.0133565,0.00633044,-0.0254178,0.00356717,-0.00953326,-0.0420093,0.0156845,-0.00370056,0.0227888,0.0526009,-0.0301387,0.0674812,0.0122092,0.00946495,0.0383868,0.00722986,-0.00662645,-0.0126156,-0.0153858,0.0518635,0.0254745,0.0120549,0.0200345,0.0499977,-0.00763172,0.0301936,0.0115639,0.0351613,0.0441323,-0.0321743,-0.028544,0.0294767,-0.0712722,-0.0193925,0.0656952,0.00310647,-0.00391235,0.0360522,0.00857471,0.0216979,0.00926635,-0.0236038,-0.0392651,-0.0238475,-0.0728743,0.0135845,-0.0375049,0.0022847,-0.0138282,0.00113005,-0.00678771,-0.0253124,-0.0260962,-0.0217996,-0.0176093,0.0420905,0.0348548,-0.0114102,0.0294959,0.0395559,0.0777473,0.00618622,-0.0293379,0.0428331,0.0681185,-0.0301575,0.0615516,-0.00196232,0.0330341,-0.00719543,0.0298024,0.0130563,0.0252489,-0.00917096,-0.0166415,0.0163635,0.0461453,0.0957574,0.010603,-0.0406961,-0.00854395,0.0379595,0.0213625,-0.0110261,-0.0405972,0.00712987,-0.039814,0.0330116,0.0291456,0.0347184,0.0371311,-0.0352035,-0.0847949,-0.0426878,-0.0120743,0.00422048,0.000802863,0.0293304,0.0203409,-0.00332225,-0.0182438,-0.0656017,0.0232764,-0.0499951,0.00564552,-0.000967507,-0.00893972,0.0139439,-0.0352526,-0.0613815,0.0706365,0.0343898,-0.0439586,-0.015829,0.037896,-0.04784,0.0503926,-0.00135965,0.000381534,-0.00476163,-0.0171558
Q9Y705,-0.0148226,0.00136431,-0.0111084,-6.93217e-05,-0.00392498,-0.0129626,-0.032938,0.00696767,-0.000255999,-0.0161613,-0.00245223,-0.00355532,-0.038494,0.00856735,-0.000632948,0.0180048,0.0490941,-0.0275767,0.0568025,0.0145805,0.00943602,0.0348943,0.00481561,-0.00681105,-0.00649541,-0.0126346,0.0421309,0.0258843,0.00680284,0.016122,0.0449725,-0.0127279,0.0215832,0.00493294,0.0352117,0.0355307,-0.0303029,-0.0248536,0.024431,-0.0624259,-0.0174604,0.0579594,0.00593584,-0.00707483,0.0318211,0.00842851,0.0223749,0.00841153,-0.0161922,-0.0289265,-0.0217998,-0.059163,0.00984623,-0.0291194,0.00278906,-0.016292,-0.00102489,-0.00388303,-0.0162865,-0.0220021,-0.024369,-0.0118372,0.030602,0.0293504,-0.00899545,0.024477,0.035797,0.067612,0.0052585,-0.0290242,0.0410213,0.0605391,-0.0272416,0.0549417,-0.00268686,0.0280709,-0.00681022,0.0291116,0.0122399,0.019408,-0.00543036,-0.0182789,0.0120246,0.0354344,0.0814888,0.0060255,-0.0351243,-0.00778325,0.0310662,0.0181389,-0.00950116,-0.0334678,0.0101048,-0.0347434,0.0283377,0.0257826,0.0306242,0.0320104,-0.032183,-0.0727891,-0.034516,-0.00578666,0.00337143,0.0023551,0.0245964,0.0150087,-0.00561959,-0.0170961,-0.0548071,0.0137709,-0.0376445,0.00639462,0.00177029,-0.0119315,0.00958904,-0.0313447,-0.0502566,0.0578314,0.0246594,-0.0387828,-0.0115447,0.0352725,-0.0444115,0.0473808,-0.00324345,0.00224931,0.001857,-0.0137485
