gene,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,dim15,dim16,dim17,dim18,dim19,dim20,dim21,dim22,dim23,dim24
Q10224,0.309734,0.0770523,0.119958,-0.0506447,0.045111,0.159635,0.0156406,-0.078038,-0.0440395,0.0847101,-0.0549126,-0.0506823,0.116911,0.136561,0.0558861,0.103319,-0.000931679,0.0693446,-0.169705,0.100792,-0.0861669,-0.123883,0.258543,-0.0129125
P49957,0.292567,0.0631764,0.15069,-0.0346469,0.045962,0.143439,0.0243745,-0.0874791,-0.0718747,0.0777606,-0.0346162,-0.0500346,0.11325,0.120472,0.0540437,0.0956078,-0.000931224,0.0601497,-0.159986,0.0925365,-0.102973,-0.125452,0.241118,-0.0359485
Q9USN5,0.315859,0.0779629,0.122355,-0.0319153,0.0215182,0.156627,0.031643,-0.0763231,-0.0583764,0.0776282,-0.0455558,-0.071711,0.0831568,0.105818,0.0555075,0.100333,-0.00677573,0.0581126,-0.160001,0.0753619,-0.10589,-0.118749,0.233257,-0.0458999
P33327,0.294687,0.0582556,0.121464,-0.0229033,0.0535989,0.143881,0.0172013,-0.10142,-0.0578311,0.0865151,-0.0415529,-0.0613485,0.109683,0.120225,0.0742561,0.075589,-0.0216879,0.0625526,-0.159661,0.0613856,-0.0829282,-0.128081,0.254421,-0.0111742
O13958,0.317309,0.0754448,0.118774,-0.0308691,0.0385672,0.144144,0.028404,-0.0844381,-0.0731312,0.0884555,-0.0345794,-0.0768007,0.088881,0.0918571,0.0559608,0.102983,-0.0296916,0.0617663,-0.170254,0.0738051,-0.0961145,-0.13756,0.23151,-0.0449125
P39073,0.301723,0.0555392,0.110958,-0.0199559,0.040974,0.151426,0.021894,-0.0958495,-0.0485734,0.0517982,-0.0562153,-0.0618197,0.106674,0.100937,0.0432094,0.0877612,-0.00669188,0.0654265,-0.17258,0.0580213,-0.0865062,-0.128289,0.238974,-0.0231422
P22194,0.335462,0.0722942,0.143986,-0.0189594,0.0283989,0.180055,0.00977172,-0.107857,-0.0487898,0.0705773,-0.0506538,-0.0477508,0.0875272,0.135972,0.0711158,0.0926596,-0.0334748,0.0684273,-0.181166,0.0808348,-0.108054,-0.112931,0.257752,-0.0527343
P36047,0.326727,0.0781831,0.144646,-0.0201507,0.0409304,0.190058,0.0196827,-0.115863,-0.0582833,0.0707969,-0.0303863,-0.0526416,0.108067,0.136411,0.0875772,0.0975174,-0.00370887,0.0455138,-0.161826,0.0684686,-0.11564,-0.127388,0.256387,-0.0498485
P17967,0.322454,0.0919456,0.144986,-0.0337877,0.0568841,0.146072,0.0470185,-0.0898908,-0.0589827,0.0657744,-0.0260743,-0.0484333,0.0870803,0.11832,0.0636182,0.101113,-0.0427155,0.0531109,-0.17761,0.0639646,-0.105889,-0.113725,0.243207,-0.0262287
Q10057,0.318697,0.0751709,0.133698,-0.0393841,0.0377062,0.138601,0.0465809,-0.0816505,-0.0388015,0.0691523,-0.0473704,-0.0399387,0.0900382,0.130794,0.0492803,0.10204,-0.0218131,0.0597694,-0.167493,0.0664121,-0.0870734,-0.104201,0.225716,-0.0419228
Q10487,0.304963,0.0951357,0.133621,-0.0376442,0.0495764,0.172487,0.0312343,-0.0837511,-0.0496284,0.0618043,-0.0244995,-0.0539027,0.105589,0.124483,0.0573863,0.0665585,-0.0120617,0.0497818,-0.165793,0.0629027,-0.103331,-0.118035,0.255485,-0.045093
P38124,0.294046,0.0826849,0.148806,-0.0475937,0.0322132,0.157593,0.0240804,-0.0780386,-0.0415664,0.0576295,-0.0426399,-0.0393163,0.0781729,0.0927901,0.0477467,0.0932608,-0.00721187,0.0458205,-0.142287,0.0657215,-0.0970099,-0.13412,0.260628,-0.0509238
P53944,0.312428,0.0941437,0.142437,-0.0265535,0.0592618,0.175533,0.0113162,-0.105717,-0.0392291,0.0586422,-0.0672849,-0.0676004,0.0806925,0.102712,0.0630125,0.0900793,-0.00743995,0.0476751,-0.165442,0.059778,-0.11738,-0.134497,0.249863,-0.0265272
O14028,0.307188,0.0555915,0.119377,-0.0407171,0.0494295,0.151196,0.041634,-0.0810645,-0.0526715,0.0805637,-0.0584796,-0.0413804,0.103132,0.117791,0.0665933,0.0864617,-0.0211679,0.0624717,-0.150442,0.0741118,-0.0975478,-0.123924,0.235278,-0.0374719
Q09794,0.315546,0.0586213,0.142556,-0.0544257,0.0427026,0.174906,0.011736,-0.0809586,-0.0744602,0.0716191,-0.0451651,-0.0584978,0.0985453,0.124976,0.0444151,0.0728829,-0.0327116,0.052684,-0.180063,0.0907855,-0.0992041,-0.137808,0.248492,-0.0340583
P07259,0.303217,0.0614154,0.138088,-0.034731,0.0564595,0.149985,0.0282482,-0.0795662,-0.0437998,0.0937943,-0.0590665,-0.0605262,0.0964749,0.127039,0.06841,0.0965816,-0.0146926,0.0577754,-0.178564,0.0736292,-0.0986431,-0.12401,0.252747,-0.0166641
P00937,0.294652,0.0839475,0.115207,-0.046596,0.0451377,0.167004,0.0160775,-0.105353,-0.0418057,0.0540765,-0.0609537,-0.0420189,0.10436,0.0976296,0.075059,0.0760923,-0.0300548,0.0490922,-0.163774,0.0674851,-0.101967,-0.137653,0.224839,-0.0374565
Q92370,0.292427,0.0809571,0.138246,-0.0449792,0.0605151,0.15141,0.0453153,-0.104906,-0.0419851,0.0660332,-0.0469871,-0.0596306,0.0799941,0.109937,0.0473692,0.0867664,-0.00117788,0.0588981,-0.169921,0.0672862,-0.106595,-0.102338,0.250943,-0.046819
P25560,0.319433,0.0809587,0.128961,-0.0575721,0.0431022,0.152292,0.0271429,-0.0841305,-0.0386422,0.0973223,-0.053197,-0.0637913,0.0875797,0.106093,0.0845619,0.109861,-0.0309543,0.0711922,-0.16061,0.0949116,-0.102682,-0.121631,0.251288,-0.0145836
Q10358,0.287511,0.079716,0.120943,-0.056398,0.0592563,0.163589,0.0139913,-0.0922397,-0.0653888,0.0558496,-0.0564868,-0.0684148,0.0916948,0.123021,0.0457061,0.105589,-0.0342454,0.0370033,-0.162179,0.0979237,-0.0936094,-0.135098,0.245055,-0.0464192
O14224,0.305438,0.0679149,0.147515,-0.0425344,0.0461558,0.165712,0.0394756,-0.077323,-0.0577522,0.068117,-0.0304601,-0.0425184,0.10609,0.090701,0.0578669,0.0909044,-0.037454,0.0716462,-0.154758,0.0572347,-0.077019,-0.142192,0.253268,-0.0442154
Q12434,0.309527,0.0854026,0.124435,-0.0377246,0.0569015,0.161124,0.0267572,-0.0761561,-0.03666,0.0665562,-0.0256003,-0.0483591,0.0716077,0.115696,0.0423946,0.0789736,-0.012929,0.0559431,-0.149842,0.083392,-0.112361,-0.122132,0.224857,-0.0201379
O43052,0.322015,0.0861745,0.115705,-0.0369336,0.0631258,0.162932,0.0359424,-0.0853438,-0.0569373,0.089999,-0.0364344,-0.055418,0.0849543,0.108426,0.0507465,0.064144,-0.00574013,0.0514094,-0.182858,0.0617449,-0.106881,-0.121808,0.239891,-0.0500428
P35688,0.296077,0.0556527,0.140985,-0.0339983,0.0327538,0.155312,0.00843368,-0.0785275,-0.0727976,0.0819016,-0.042151,-0.0648581,0.075731,0.118116,0.0688789,0.0639438,-0.0119828,0.0578934,-0.156081,0.0732504,-0.0762128,-0.127628,0.262087,-0.0399225
P32324,0.309159,0.0907356,0.127194,-0.0408739,0.0397944,0.157868,0.0423345,-0.0914629,-0.0582108,0.0846793,-0.056528,-0.0515783,0.0977503,0.0882122,0.0489344,0.075872,-0.0394529,0.0543848,-0.178802,0.0726355,-0.081271,-0.138167,0.233614,-0.0431016
O14460,0.305079,0.0610942,0.12395,-0.048631,0.0404234,0.149432,0.0454747,-0.0868495,-0.0578266,0.075396,-0.0318948,-0.051087,0.0810445,0.10291,0.0431267,0.0670442,-0.0413299,0.0706133,-0.168212,0.0637544,-0.0790525,-0.128532,0.257778,-0.0441243
Q9UUG1,0.307753,0.080795,0.123497,-0.0396042,0.0563843,0.177387,0.013791,-0.0903719,-0.0579464,0.0976173,-0.0443856,-0.0537971,0.0888026,0.124975,0.0695625,0.0784294,-0.0328126,0.0691364,-0.15943,0.0672115,-0.0834715,-0.125922,0.260778,-0.036375
P36160,0.283534,0.0917303,0.144706,-0.0317018,0.0613443,0.179804,0.0237771,-0.0960562,-0.0689709,0.0827794,-0.0345527,-0.0531577,0.078997,0.0917575,0.0575958,0.0662761,-0.0237037,0.0564214,-0.175219,0.0585688,-0.109666,-0.139502,0.227747,-0.0169796
Q9P786,0.328798,0.0923447,0.139836,-0.0321877,0.0610345,0.165364,0.0350669,-0.0868711,-0.0436954,0.0754503,-0.0486448,-0.0475185,0.098752,0.116546,0.0830853,0.0773142,-0.0290591,0.0528963,-0.156235,0.073095,-0.113367,-0.1239,0.231551,-0.0416792
Q02046,0.30903,0.0938469,0.148154,-0.0218259,0.0408316,0.153045,0.0472726,-0.0784014,-0.0428261,0.0541447,-0.0551208,-0.0629295,0.111288,0.113025,0.0730102,0.0847241,-0.00625883,0.0690259,-0.144586,0.0556931,-0.0819205,-0.139101,0.226612,-0.0340952
Q9P3T6,0.308487,0.0798471,0.155602,-0.0321505,0.0306196,0.145024,0.0502768,-0.0851333,-0.0513293,0.080341,-0.0640577,-0.0500386,0.118961,0.099197,0.0581304,0.0900844,-0.0074788,0.0626073,-0.152525,0.100879,-0.108677,-0.130091,0.2628,-0.015058
P26783,0.291267,0.0724632,0.147484,-0.0317682,0.0625755,0.143385,0.0155668,-0.0767875,-0.0402778,0.0841261,-0.0555208,-0.0670438,0.0875515,0.0912768,0.0681661,0.0807573,-0.0112868,0.046052,-0.169782,0.0942366,-0.112035,-0.107487,0.255857,-0.0444804
Q9P6N9,0.321723,0.0781249,0.115847,-0.0515515,0.0441915,0.171137,0.0427371,-0.0839565,-0.0470271,0.0819471,-0.0359177,-0.0390088,0.103875,0.103035,0.0746694,0.104947,-0.0328083,0.0726667,-0.158788,0.0878779,-0.0741171,-0.1225,0.243315,-0.0351435
P25625,0.298822,0.0569763,0.116971,-0.043259,0.0253265,0.144394,0.00848774,-0.0839897,-0.0616579,0.0601603,-0.0669028,-0.0434351,0.112004,0.109001,0.0837115,0.096122,-0.0419096,0.0591114,-0.164878,0.0976625,-0.0801863,-0.119908,0.25224,-0.0324251
Q06835,0.305489,0.087539,0.129843,-0.0246476,0.0630385,0.154672,0.0497484,-0.109961,-0.0500429,0.0571379,-0.0594756,-0.0667791,0.0856599,0.118741,0.0687408,0.0814521,-0.0376391,0.0772381,-0.17244,0.0653761,-0.112033,-0.143995,0.239109,-0.0393343
Q9UTB8,0.313567,0.0854785,0.141983,-0.0549031,0.0424461,0.15345,0.0399256,-0.0855071,-0.0644116,0.0952104,-0.0330718,-0.0771672,0.0813489,0.0923692,0.0551114,0.0674014,-0.0217851,0.0442531,-0.142331,0.0892449,-0.0802863,-0.118241,0.233054,-0.0255457
P32915,0.310157,0.0862955,0.133751,-0.0339557,0.0637588,0.16543,0.0291073,-0.0808556,-0.0482685,0.0777781,-0.0631241,-0.0555543,0.0839648,0.122457,0.070559,0.0819802,-0.0347213,0.0525706,-0.161114,0.100385,-0.0910538,-0.122533,0.254505,-0.0529068
P79088,0.278799,0.0643218,0.141448,-0.040324,0.0265291,0.170285,0.0279233,-0.079021,-0.0476946,0.0894871,-0.0501697,-0.0693337,0.112147,0.100268,0.0481002,0.0646331,-0.00132729,0.049061,-0.147168,0.0736797,-0.0825258,-0.135486,0.257763,-0.0381768
P40235,0.332342,0.0660459,0.139226,-0.0564418,0.0282289,0.175189,0.0415357,-0.0950224,-0.0515506,0.0902206,-0.066836,-0.0789942,0.091534,0.101416,0.0588613,0.0775037,-0.0436539,0.0554366,-0.176143,0.0909957,-0.100444,-0.123711,0.273526,-0.0321241
P29295,0.336228,0.0697,0.143092,-0.0527974,0.0455035,0.163369,0.0162365,-0.0852553,-0.0405957,0.067075,-0.0679797,-0.0643167,0.0773084,0.106552,0.04806,0.0886393,-0.0185966,0.0526201,-0.187612,0.0648643,-0.118708,-0.120608,0.273535,-0.037679
P39929,0.287487,0.0899562,0.140914,-0.0236748,0.0433349,0.150541,0.027917,-0.106434,-0.0559943,0.0801593,-0.0583957,-0.0620491,0.0771499,0.119904,0.0584956,0.0596892,-0.0259139,0.0543228,-0.173427,0.0765114,-0.0807911,-0.117648,0.224444,-0.0234707
Q9P7F7,0.298407,0.0523438,0.134399,-0.0355629,0.041899,0.141629,0.0283692,-0.0656877,-0.0518779,0.0562844,-0.0270963,-0.0540948,0.108715,0.116816,0.0442367,0.0719134,-0.0052212,0.0403185,-0.167322,0.0782234,-0.0881726,-0.122286,0.253761,-0.0462651
Q09837,0.323154,0.089788,0.155552,-0.0267511,0.029486,0.145507,0.0456081,-0.092668,-0.0550329,0.0945706,-0.0341762,-0.062485,0.0844711,0.11078,0.0630331,0.0843012,-0.00253584,0.0559007,-0.156672,0.0631276,-0.0908602,-0.135374,0.240853,-0.040389
Q04174,0.298751,0.0851817,0.142904,-0.0358023,0.0300261,0.168998,0.0431909,-0.0790818,-0.0346732,0.0610324,-0.0510264,-0.0640942,0.087182,0.121995,0.0707452,0.0743503,-0.0354537,0.0470256,-0.155397,0.073064,-0.0891042,-0.0962926,0.223449,-0.0509123
P34223,0.328405,0.0623842,0.122624,-0.0380301,0.02835,0.151571,0.0151736,-0.0865921,-0.0418893,0.0704073,-0.0315271,-0.0638296,0.0929287,0.104395,0.0807311,0.0718785,-0.0447716,0.0418778,-0.169092,0.0641743,-0.0807665,-0.114592,0.243346,-0.0172939
Q9UT81,0.305586,0.091844,0.109835,-0.021801,0.0378744,0.136507,0.0418202,-0.104386,-0.0609776,0.0712383,-0.0369372,-0.0621055,0.0851195,0.130644,0.0678352,0.0898667,-0.0332633,0.0694516,-0.168721,0.0601501,-0.074081,-0.125848,0.243383,-0.019529
Q00711,0.305704,0.068217,0.126966,-0.0391393,0.0539132,0.172414,0.0270257,-0.0885208,-0.0614753,0.0902514,-0.0413583,-0.0563416,0.103422,0.110199,0.0540144,0.0894864,-0.0411899,0.0458633,-0.166055,0.0948303,-0.0899805,-0.102323,0.261557,-0.0258805
Q9UTJ7,0.308392,0.0849643,0.130089,-0.0407241,0.035162,0.154078,0.0242686,-0.085796,-0.0698345,0.0879323,-0.0427283,-0.0407537,0.0851925,0.124653,0.0587545,0.076795,-0.0306821,0.0737139,-0.161239,0.0739785,-0.111305,-0.0975984,0.220503,-0.0209514
Q09899,0.304623,0.0971957,0.149011,-0.0578628,0.0621677,0.185052,0.0230701,-0.0987345,-0.066886,0.0721073,-0.0571343,-0.0791803,0.080184,0.119141,0.0545308,0.0929183,-0.0280068,0.0523464,-0.157134,0.0813108,-0.0865756,-0.123532,0.240899,-0.0389868
P28789,0.286843,0.0596289,0.135846,-0.0538092,0.0306795,0.165126,0.0310047,-0.0782195,-0.0711367,0.0791863,-0.0596131,-0.0416221,0.106942,0.0952391,0.0587962,0.0753995,-0.0351532,0.0547422,-0.168605,0.0898555,-0.108873,-0.134435,0.228722,-0.0268546
P38244,0.318274,0.0570561,0.126461,-0.0327055,0.0394594,0.175314,0.0505501,-0.0882698,-0.0683664,0.09548,-0.037631,-0.0737964,0.0949998,0.123526,0.0547346,0.0962599,-0.0337456,0.0745231,-0.162347,0.0719389,-0.0907787,-0.10911,0.23275,-0.0393146
O94479,0.287932,0.0509279,0.125764,-0.0168834,0.0204843,0.17439,0.049825,-0.107591,-0.048378,0.0787899,-0.0422944,-0.0475696,0.11305,0.118734,0.0768612,0.0612178,-0.00816155,0.0717048,-0.173068,0.064373,-0.0790337,-0.116141,0.253969,-0.0342189
P0C2H9,0.302824,0.0721071,0.132128,-0.0296158,0.0279729,0.165098,0.0144995,-0.0900544,-0.0615512,0.060395,-0.0597845,-0.0750675,0.075883,0.115802,0.0618537,0.0957655,-0.00574767,0.0399882,-0.154104,0.080077,-0.0933398,-0.133374,0.241932,-0.0179519
Q9URX6,0.304467,0.0670153,0.134601,-0.0240794,0.0523587,0.156613,0.0432981,-0.0982892,-0.0579209,0.0572259,-0.0532105,-0.0652198,0.0933788,0.0943543,0.0489082,0.0800963,-0.0112458,0.0644703,-0.181302,0.0860787,-0.114565,-0.113264,0.237013,-0.0424761
P38067,0.324141,0.0805293,0.110787,-0.0538428,0.0272959,0.156479,0.0512813,-0.11074,-0.0721334,0.0626741,-0.0432384,-0.076784,0.0927594,0.107101,0.0531683,0.0974767,-0.0131156,0.0666854,-0.153489,0.059926,-0.078518,-0.123805,0.264137,-0.0346998
Q9US47,0.285281,0.071714,0.104198,-0.0520977,0.0541959,0.172982,0.038665,-0.109291,-0.0461531,0.0918556,-0.0595789,-0.0665045,0.0822415,0.0931531,0.0407677,0.0969226,-0.0279626,0.0485046,-0.176246,0.0670523,-0.0821687,-0.128609,0.239467,-0.0429042
Q10256,0.305262,0.0853115,0.13614,-0.0184688,0.0594009,0.168919,0.0129449,-0.0845835,-0.0754724,0.0834407,-0.0561798,-0.0619174,0.0913686,0.103305,0.0699951,0.0836444,-0.0246135,0.0502153,-0.153565,0.078543,-0.0791316,-0.142725,0.264958,-0.0239164
P40087,0.302937,0.0962723,0.112892,-0.0158024,0.0340447,0.175387,0.0495072,-0.0716611,-0.0348561,0.0917868,-0.0564226,-0.0461506,0.0907835,0.101979,0.0702609,0.0823917,-0.0319589,0.0421146,-0.165212,0.0652982,-0.0722943,-0.104415,0.248547,-0.0435462
P23644,0.301205,0.0943661,0.138308,-0.0189779,0.0276586,0.158594,0.0338471,-0.0961429,-0.0510362,0.0965858,-0.0387078,-0.0783289,0.104262,0.0961806,0.0710392,0.07437,-0.0296859,0.0483722,-0.164562,0.0884872,-0.0794979,-0.117769,0.273985,-0.0116781
O13656,0.295714,0.0604591,0.122273,-0.0330854,0.0505876,0.168615,0.00948832,-0.0970532,-0.0373155,0.0614489,-0.0500394,-0.0399764,0.103479,0.102166,0.05253,0.087773,-0.0311009,0.0553496,-0.164397,0.0839532,-0.0943345,-0.112136,0.26346,-0.0141323
P78780,0.305517,0.0868731,0.145787,-0.0489554,0.0499523,0.14456,0.0354312,-0.0952841,-0.0427465,0.0827216,-0.0632882,-0.0765789,0.0895347,0.0972221,0.0634904,0.0760564,-0.0280277,0.0514993,-0.174664,0.0929902,-0.0944021,-0.112036,0.261252,-0.040146
P13663,0.293892,0.0848958,0.126878,-0.0483573,0.0220822,0.169473,0.0314655,-0.105295,-0.0535068,0.0762681,-0.0632409,-0.0407995,0.102319,0.112426,0.0676665,0.0948632,-0.000970552,0.0450724,-0.160003,0.0916749,-0.0911922,-0.128421,0.219873,-0.0466832
P38719,0.320145,0.0543652,0.131609,-0.018561,0.0303719,0.166982,0.0220739,-0.106765,-0.0427456,0.0925746,-0.058864,-0.0611875,0.0946277,0.0908785,0.0818757,0.0666563,-0.0205354,0.0346955,-0.145057,0.0574291,-0.0991976,-0.14459,0.241356,-0.0217367
Q9HGM5,0.314013,0.0635367,0.11576,-0.0390152,0.0276693,0.142966,0.0481067,-0.0921262,-0.04926,0.0742429,-0.0357825,-0.047211,0.0729024,0.105326,0.0723672,0.0692604,-0.0312659,0.036193,-0.179028,0.0647755,-0.0970189,-0.129496,0.257529,-0.0380181
P11491,0.31693,0.0679791,0.119974,-0.0198538,0.0448011,0.167,0.0334198,-0.10867,-0.0576881,0.0933486,-0.0377384,-0.0516128,0.0888767,0.105824,0.0494136,0.0759253,-0.0190235,0.0795172,-0.185566,0.0901613,-0.0896732,-0.131639,0.237814,-0.0487088
O60109,0.299397,0.0875195,0.133655,-0.0313208,0.0458118,0.175401,0.0221698,-0.0839766,-0.0623689,0.0806411,-0.0623807,-0.042975,0.0882551,0.0984449,0.0541931,0.0672918,-0.020979,0.0361937,-0.177603,0.0984384,-0.0794905,-0.120535,0.229525,-0.0405955
O60052,0.329472,0.0592625,0.147151,-0.0184184,0.037571,0.162733,0.0478956,-0.0890381,-0.0425117,0.0845171,-0.0558171,-0.0558678,0.0876498,0.112545,0.0571424,0.0729091,-0.00327657,0.0646988,-0.162673,0.0990091,-0.084592,-0.115432,0.242621,-0.0390989
P29703,0.305479,0.0753888,0.137005,-0.0434353,0.0229088,0.1335,0.0482483,-0.108706,-0.0653253,0.0739585,-0.0568106,-0.0714364,0.0894057,0.108485,0.0674303,0.0981763,-0.0141912,0.0509355,-0.158657,0.0878848,-0.080821,-0.113928,0.247406,-0.0322863
Q05359,0.326395,0.0708047,0.117437,-0.0518675,0.0572886,0.139573,0.0104662,-0.0756404,-0.0407961,0.0850739,-0.0615499,-0.0576328,0.0840878,0.12379,0.0671122,0.0692218,-0.0244134,0.0617579,-0.170563,0.0921092,-0.107266,-0.131132,0.233231,-0.0263392
O14324,0.298349,0.0724509,0.129712,-0.0370285,0.0237232,0.150209,0.0454793,-0.0756665,-0.0749422,0.0904173,-0.0272011,-0.0493434,0.0747068,0.124499,0.0558187,0.085672,-0.0233043,0.0366929,-0.167867,0.0580268,-0.0782497,-0.118244,0.249749,-0.0378449
Q9P782,0.322905,0.0645437,0.151244,-0.0452527,0.0281716,0.171097,0.0251651,-0.0885268,-0.0359703,0.0705938,-0.0541847,-0.0541425,0.0872111,0.113307,0.0618372,0.0916929,-0.03914,0.0434029,-0.146749,0.0915108,-0.090224,-0.139014,0.232655,-0.0451131
Q12449,0.328757,0.0913965,0.13061,-0.0498584,0.0577048,0.162047,0.0438383,-0.0945978,-0.0352414,0.0614564,-0.0576037,-0.0415582,0.112925,0.102343,0.0506146,0.10504,-0.0138494,0.0401028,-0.144086,0.0568912,-0.112607,-0.120655,0.231421,-0.0202019
O60160,0.319655,0.0586115,0.123455,-0.0184362,0.0644636,0.167018,0.0254279,-0.0832255,-0.0381954,0.0998744,-0.0510679,-0.0673247,0.114697,0.12826,0.0525478,0.076522,-0.00461105,0.0506822,-0.157814,0.0724317,-0.105584,-0.112512,0.254404,-0.0526875
P27810,0.305865,0.0814576,0.14746,-0.0238454,0.0261596,0.148432,0.0182526,-0.0931238,-0.0605799,0.0624166,-0.0257242,-0.0516551,0.0960707,0.1017,0.061134,0.0628728,-0.0162928,0.0748928,-0.181094,0.0629123,-0.0958653,-0.128817,0.238631,-0.0276203
O42668,0.30116,0.0673042,0.154449,-0.0426578,0.0639456,0.148341,0.0428902,-0.103753,-0.048951,0.0629382,-0.0292731,-0.0611247,0.0925004,0.113257,0.0557029,0.0898986,-0.0371477,0.0524385,-0.190089,0.0745641,-0.0846934,-0.146925,0.269057,-0.0429654
P89105,0.307432,0.0711074,0.130215,-0.0356767,0.062639,0.150478,0.0319701,-0.0985823,-0.0582289,0.0894307,-0.05253,-0.040859,0.0948898,0.119775,0.0510267,0.106505,-0.012505,0.0685841,-0.155553,0.0979943,-0.0963276,-0.113143,0.247506,-0.0480613
P36145,0.297021,0.082408,0.13672,-0.0486077,0.0558933,0.172542,0.0229191,-0.0978281,-0.0425924,0.0990882,-0.0422951,-0.0585788,0.0955201,0.12105,0.0499171,0.0935498,-0.0102597,0.0703238,-0.17678,0.0738786,-0.104467,-0.118937,0.231152,-0.0284399
P79011,0.293273,0.0633124,0.120474,-0.0240935,0.0471683,0.177208,0.0497207,-0.111237,-0.0507964,0.0595827,-0.0527025,-0.0585241,0.101883,0.110148,0.0442483,0.0956866,-0.0202818,0.063768,-0.186411,0.06679,-0.108567,-0.143939,0.237524,-0.0119334
P09322,0.315254,0.0971725,0.148325,-0.0209212,0.0336288,0.153875,0.0334109,-0.0837625,-0.068361,0.080834,-0.0399642,-0.0713441,0.0904567,0.11743,0.0710425,0.100725,-0.0216891,0.0521094,-0.148352,0.0921713,-0.11136,-0.142392,0.237429,-0.0124764
P02309,0.299177,0.0970917,0.117109,-0.0343685,0.0216384,0.154641,0.0129655,-0.104206,-0.0562953,0.0944263,-0.0452268,-0.0585668,0.0777795,0.0928366,0.0811186,0.0963037,-0.0121578,0.0659032,-0.151389,0.0825265,-0.0883431,-0.129481,0.251738,-0.0312478
P32892,0.298657,0.0658412,0.125504,-0.0570033,0.0404155,0.148884,0.0275227,-0.0815057,-0.0481448,0.0671238,-0.0637543,-0.0739515,0.113223,0.129337,0.0597698,0.106742,-0.0074816,0.0428607,-0.161763,0.0977066,-0.112402,-0.128388,0.268237,-0.0419041
Q09903,0.293219,0.0819846,0.150282,-0.0519169,0.0372005,0.150663,0.00912567,-0.104925,-0.0734776,0.060405,-0.0484319,-0.0693661,0.0832225,0.0942699,0.0608298,0.104808,-0.0070433,0.0382024,-0.159142,0.0668429,-0.113942,-0.114764,0.261742,-0.0489588
P07806-1,0.314564,0.0910041,0.11926,-0.0163288,0.0423152,0.165603,0.0345405,-0.0957003,-0.0650019,0.057696,-0.0295204,-0.0482331,0.106433,0.126181,0.0511488,0.104962,-0.00862252,0.0626657,-0.171224,0.0602857,-0.104178,-0.137254,0.223835,-0.0296981
O75005,0.297916,0.0543473,0.122969,-0.0224009,0.0535393,0.173702,0.0502939,-0.0918843,-0.0348023,0.0875727,-0.0416429,-0.0777485,0.0950075,0.1138,0.0715808,0.100865,-0.0233064,0.0335983,-0.178729,0.0672428,-0.0780206,-0.102829,0.228818,-0.0401869
O13644,0.304334,0.0621767,0.139655,-0.0453184,0.0523032,0.169569,0.0272365,-0.0778459,-0.0487492,0.071251,-0.0241542,-0.0433001,0.0956392,0.113086,0.052591,0.102186,-0.038526,0.0431812,-0.176552,0.0756291,-0.106211,-0.121013,0.23255,-0.0189403
Q01590,0.290617,0.0571008,0.14539,-0.0342577,0.062943,0.16806,0.0380985,-0.0996315,-0.0386204,0.066369,-0.0249002,-0.0412304,0.105692,0.11381,0.0776266,0.0985602,-0.00365041,0.0367555,-0.183526,0.0838103,-0.0798394,-0.122257,0.236125,-0.0370704
Q04305,0.328902,0.0720302,0.119041,-0.0460784,0.036228,0.164829,0.0112226,-0.0937641,-0.060176,0.0834024,-0.0679669,-0.080851,0.0858551,0.0972384,0.0772454,0.110249,-0.0134006,0.0368317,-0.159211,0.064189,-0.0800669,-0.121707,0.263109,-0.0501107
O94365,0.297652,0.0570085,0.138727,-0.0280497,0.058969,0.185744,0.0360266,-0.0785444,-0.0368263,0.070947,-0.0599291,-0.0619947,0.108793,0.114543,0.0563744,0.0826146,-0.038428,0.0421174,-0.151814,0.0986398,-0.0862856,-0.131777,0.238586,-0.054419
P07260,0.297281,0.0909576,0.107503,-0.0386489,0.0222854,0.159056,0.0356783,-0.103362,-0.0357891,0.0836496,-0.042565,-0.0480588,0.108756,0.121303,0.0736905,0.0970121,-0.0186103,0.0464362,-0.170979,0.0647788,-0.0906145,-0.124085,0.251903,-0.0238701
P78954,0.322032,0.0644126,0.113086,-0.0327739,0.0558196,0.175287,0.0211709,-0.0938388,-0.0369914,0.0968611,-0.0661246,-0.0378537,0.0734593,0.0981437,0.0741305,0.0984845,-0.0217897,0.0394734,-0.143432,0.0577449,-0.0897546,-0.132228,0.235521,-0.0253466
P47085,0.332272,0.0891317,0.113253,-0.0229455,0.0222818,0.165237,0.013357,-0.100985,-0.0399511,0.0854238,-0.0326214,-0.0522267,0.0955084,0.124411,0.0807542,0.105332,-0.0271077,0.0568226,-0.16335,0.075292,-0.11042,-0.111186,0.234447,-0.0155492
Q10212,0.306989,0.0784181,0.108345,-0.0491571,0.0332593,0.176464,0.0191274,-0.101147,-0.0441047,0.0857899,-0.0420044,-0.0614326,0.0820689,0.12542,0.0482136,0.0878297,0.000274814,0.0662616,-0.150009,0.0932573,-0.104361,-0.118791,0.224157,-0.0364533
Q10439,0.322604,0.0820498,0.121482,-0.0390001,0.0553722,0.169918,0.0114704,-0.110428,-0.0452759,0.0704554,-0.0404441,-0.0530654,0.0820146,0.0891357,0.0691384,0.100169,-0.00620644,0.0745022,-0.142693,0.0800907,-0.0857039,-0.13886,0.250428,-0.0120029
